node	kcore
764	337
641	206
857	676
124	19
702	555
644	683
758	327
347	282
505	210
82	308
371	308
628	474
596	108
450	517
773	263
427	263
622	187
316	992
41	327
723	327
360	342
526	342
160	517
658	342
731	649
698	206
29	287
208	195
810	273
464	226
737	261
553	296
118	269
468	116
985	65
664	133
688	135
670	303
808	135
926	210
748	83
776	339
900	517
272	424
510	187
788	210
740	210
647	393
306	462
388	374
462	275
449	20
591	480
200	639
633	498
920	421
996	1928
459	49
847	160
157	429
707	498
880	211
64	46
662	550
881	317
506	683
576	101
516	440
650	307
327	420
747	20
508	20
945	42
682	307
131	20
654	443
270	67
837	216
719	263
745	115
979	67
850	443
924	683
13	282
437	42
761	317
653	20
19	97
170	382
843	208
380	71
777	76
147	478
746	958
125	187
102	61
398	170
782	983
232	981
246	498
180	55
727	55
871	16
142	653
659	281
696	449
528	345
299	210
150	250
952	541
546	429
907	92
883	429
190	421
25	327
458	328
38	374
1003	118
117	498
98	498
607	590
701	18
894	53
846	623
630	739
202	53
423	498
612	153
302	238
990	517
971	263
669	124
216	327
319	327
558	328
958	55
377	498
420	210
164	210
865	112
116	28
838	517
407	199
866	478
329	328
483	180
672	209
326	100
146	15
281	247
76	76
509	210
798	81
226	71
466	136
353	421
397	65
975	43
229	445
40	424
430	2
26	21
60	42
802	286
897	18
161	227
984	749
422	649
491	247
52	749
372	239
543	238
122	332
559	210
346	40
775	179
158	39
151	332
127	419
239	393
248	445
96	210
563	96
832	374
139	146
206	55
487	30
477	132
154	24
939	169
524	24
324	374
886	162
83	212
784	360
706	124
867	72
554	11
587	363
149	242
66	228
45	228
254	42
617	356
30	728
15	649
861	41
896	41
960	3
323	131
16	287
17	238
119	202
812	621
634	210
97	44
739	191
515	105
91	282
59	6
12	57
273	224
153	515
456	54
144	27
203	25
763	58
457	135
522	208
243	131
241	187
752	332
92	270
414	480
863	266
993	95
317	117
573	475
284	239
406	62
822	52
497	217
791	206
50	210
714	112
264	289
938	3
934	200
794	35
395	25
548	95
452	4
754	242
879	210
368	95
209	287
404	214
649	105
884	3
442	24
613	65
11	41
619	6
618	110
580	152
307	40
370	4
71	124
557	167
556	99
512	227
910	115
957	227
944	87
73	185
78	209
39	23
779	208
331	10
179	12
887	105
584	147
800	148
708	39
235	115
132	110
829	11
869	13
217	7
585	251
492	2
995	179
780	210
431	22
186	124
479	113
196	241
818	69
438	69
471	189
842	110
366	28
972	82
478	124
320	132
263	18
916	28
922	55
574	22
504	1
194	54
382	9
446	9
694	4
845	32
571	517
394	113
285	100
205	53
834	69
683	57
465	110
893	37
350	3
589	136
678	61
257	73
821	16
181	328
473	25
44	3
968	2
310	291
230	96
86	550
426	13
305	253
853	124
901	107
820	3
835	95
460	32
49	11
453	14
69	88
386	45
816	2
626	51
152	323
467	3
898	112
385	7
104	981
341	92
255	19
145	1
436	2
736	121
911	8
476	23
325	13
269	22
176	167
215	25
676	187
46	146
759	221
389	9
930	6
852	26
195	41
399	158
931	82
27	13
400	95
115	4
533	5
711	113
594	26
448	16
889	26
804	274
240	13
603	64
824	12
709	12
304	117
564	5
87	11
408	45
983	34
905	60
405	117
562	11
283	67
441	117
690	21
434	13
539	8
447	682
501	10
218	4
10	16
627	10
227	228
242	7
549	110
807	74
639	13
841	151
359	14
396	28
276	1
519	64
875	23
391	319
735	64
23	1
819	152
148	7
801	22
681	18
734	2
481	42
967	1
986	7
461	19
474	73
520	7
637	9
355	82
578	10
877	2
661	14
9	1
375	1
767	167
527	241
606	31
616	4
297	4
411	14
970	4
640	14
475	1
645	6
705	20
973	1
219	6
876	18
793	1
259	4
36	1
252	1
330	7
753	2
831	1
221	10
815	17
1002	67
673	8
339	107
593	12
699	99
378	105
489	10
79	43
110	39
814	273
74	749
138	65
741	23
655	1
882	1
946	665
729	101
7	65
908	335
665	24
445	319
265	6
315	61
600	25
178	791
244	3
169	196
943	155
726	3
848	21
266	808
172	1
413	401
237	6
498	1
352	4
949	869
768	26
212	2
999	7
18	15
623	10
85	7
839	1
225	92
204	6
490	12
162	2
496	3
730	629
357	1
349	270
928	24
797	5
182	7
312	14
651	7
899	135
238	7
805	3
340	15
733	9
213	21
70	374
941	4
81	2
425	981
288	342
825	5
183	1
785	1
121	1
287	1
37	91
677	8
717	5
328	4
666	9
615	3
222	1
480	206
635	2
279	3
286	2
412	1
570	20
964	8
691	21
721	524
80	1
625	5
902	110
94	1
932	27
598	27
757	13
43	4
992	45
642	1
271	12
668	517
583	2
211	2
892	8
813	517
636	1
348	4
756	1
484	319
128	1
961	3
262	10
826	1
874	133
93	11
289	114
314	143
89	67
296	3
525	3
282	7
601	69
750	182
989	2
123	1
99	138
929	128
888	61
108	2
109	71
376	53
751	86
224	107
860	8
895	117
799	117
567	1
503	118
913	181
163	111
367	259
998	2
1000	118
792	4
129	24
55	24
336	63
345	5
419	8
455	2
47	1
728	4
760	4
51	1
937	18
63	1
611	86
358	1
974	142
962	111
906	78
390	212
387	27
811	55
130	25
919	69
88	78
155	18
903	1
982	1
856	1
54	3
518	301
451	15
579	1
914	2
247	10
864	2
981	7
786	6
744	226
300	28
560	1
878	45
210	1
351	107
604	2
610	245
33	3
486	33
806	136
100	1
917	5
725	3
778	2
21	5
507	28
3	4
965	8
521	103
545	28
621	1
689	1
384	1
536	1
22	13
667	4
57	2
781	2
675	2
403	16
177	20
632	1
827	6
20	1
