node	degree
923	2442
236	962
166	1668
602	1211
137	239
592	1480
652	62
595	1502
365	201
114	236
84	88
732	233
738	1583
783	1108
925	698
523	81
374	399
868	1388
935	2656
383	1308
392	737
517	1410
803	425
126	2058
4	474
432	361
197	322
840	952
809	504
873	897
251	500
28	399
531	881
588	46
764	1163
641	535
857	1621
124	30
702	844
644	1223
758	455
347	635
505	247
82	345
371	534
628	796
596	126
450	1943
773	484
427	280
622	522
316	3153
41	581
723	543
360	703
526	875
160	1261
658	686
731	1908
698	432
29	579
208	298
810	493
464	313
737	409
553	443
118	464
468	176
985	86
664	222
688	222
670	672
808	275
926	588
748	163
776	472
900	1007
272	666
510	327
788	328
740	337
647	807
306	1439
388	869
462	302
449	20
591	1037
200	1916
633	828
920	949
996	3015
459	53
847	169
157	1005
707	998
880	256
64	61
662	1155
881	595
506	3027
576	200
516	1073
650	509
327	561
747	21
508	25
945	63
682	439
131	34
654	791
270	141
837	416
719	475
745	217
979	147
850	918
924	1474
13	468
437	80
761	590
653	20
19	115
170	573
843	562
380	72
777	99
147	1385
746	3273
125	435
102	105
398	175
782	2591
232	2093
246	856
180	156
727	60
871	16
142	1327
659	368
696	856
528	557
299	338
150	295
952	978
546	687
907	114
883	714
190	932
25	384
458	767
38	555
1003	126
117	583
98	2154
607	2078
701	27
894	60
846	1751
630	2662
202	56
423	1675
612	175
302	331
990	949
971	539
669	193
216	551
319	542
558	859
958	55
377	1221
420	296
164	430
865	170
116	28
838	743
407	249
866	717
329	706
483	198
672	224
326	129
146	15
281	387
76	82
509	354
798	88
226	76
466	143
353	785
397	109
975	52
229	761
40	1139
430	2
26	22
60	56
802	420
897	20
161	279
984	1345
422	1131
491	297
52	1136
372	457
543	415
122	450
559	690
346	40
775	258
158	40
151	348
127	715
239	598
248	754
96	282
563	111
832	983
139	303
206	101
487	58
477	181
154	42
939	267
524	26
324	579
886	163
83	270
784	885
706	138
867	79
554	11
587	444
149	367
66	403
45	230
254	44
617	584
30	1173
15	857
861	42
896	67
960	3
323	201
16	502
17	297
119	253
812	842
634	375
97	44
739	289
515	116
91	402
59	6
12	63
273	231
153	679
456	65
144	39
203	27
763	62
457	138
522	297
243	163
241	222
752	491
92	522
414	615
863	409
993	124
317	136
573	540
284	362
406	70
822	57
497	241
791	261
50	263
714	113
264	339
938	3
934	254
794	36
395	25
548	98
452	5
754	367
879	416
368	115
209	297
404	368
649	120
884	6
442	28
613	65
11	48
619	6
618	114
580	207
307	46
370	4
71	125
557	176
556	118
512	271
910	123
957	318
944	90
73	234
78	574
39	24
779	260
331	10
179	12
887	112
584	153
800	150
708	49
235	152
132	172
829	12
869	13
217	8
585	333
492	2
995	233
780	404
431	22
186	127
479	143
196	318
818	71
438	84
471	212
842	111
366	31
972	114
478	230
320	183
263	18
916	34
922	56
574	23
504	1
194	57
382	9
446	9
694	4
845	37
571	1055
394	129
285	207
205	56
834	78
683	57
465	110
893	46
350	3
589	161
678	61
257	86
821	16
181	435
473	25
44	3
968	2
310	638
230	150
86	722
426	19
305	271
853	133
901	156
820	3
835	136
460	36
49	11
453	14
69	100
386	45
816	2
626	53
152	352
467	3
898	158
385	7
104	1846
341	93
255	22
145	1
436	2
736	126
911	8
476	25
325	15
269	22
176	193
215	29
676	330
46	189
759	224
389	9
930	6
852	26
195	50
399	246
931	122
27	15
400	104
115	5
533	5
711	135
594	26
448	22
889	26
804	299
240	14
603	90
824	17
709	12
304	183
564	5
87	11
408	46
983	35
905	61
405	119
562	22
283	68
441	122
690	22
434	13
539	8
447	833
501	11
218	4
10	16
627	10
227	250
242	9
549	115
807	98
639	14
841	171
359	14
396	28
276	1
519	64
875	25
391	867
735	100
23	1
819	180
148	7
801	22
681	23
734	2
481	45
967	1
986	7
461	19
474	90
520	7
637	9
355	135
578	10
877	2
661	14
9	1
375	1
767	518
527	264
606	33
616	4
297	4
411	14
970	4
640	15
475	1
645	6
705	21
973	1
219	6
876	20
793	1
259	8
36	1
252	1
330	7
753	2
831	1
221	10
815	18
1002	72
673	9
339	142
593	12
699	105
378	125
489	14
79	43
110	39
814	273
74	1476
138	66
741	23
655	1
882	1
946	950
729	103
7	68
908	335
665	24
445	472
265	7
315	65
600	25
178	3441
244	3
169	215
943	170
726	3
848	25
266	958
172	1
413	441
237	6
498	1
352	4
949	1171
768	26
212	2
999	13
18	16
623	10
85	7
839	2
225	97
204	6
490	14
162	2
496	3
730	689
357	1
349	481
928	25
797	5
182	7
312	14
651	7
899	191
238	8
805	3
340	15
733	9
213	23
70	571
941	4
81	2
425	2490
288	1251
825	5
183	1
785	1
121	1
287	1
37	91
677	8
717	5
328	4
666	9
615	6
222	1
480	231
635	2
279	5
286	2
412	1
570	21
964	8
691	21
721	591
80	1
625	5
902	110
94	1
932	33
598	27
757	13
43	4
992	46
642	1
271	12
668	616
583	2
211	2
892	8
813	833
636	1
348	4
756	1
484	813
128	1
961	3
262	10
826	1
874	133
93	11
289	150
314	310
89	68
296	3
525	3
282	7
601	95
750	185
989	2
123	1
99	265
929	236
888	61
108	2
109	71
376	60
751	88
224	140
860	8
895	228
799	133
567	1
503	122
913	234
163	112
367	305
998	2
1000	174
792	4
129	24
55	25
336	66
345	5
419	8
455	2
47	1
728	4
760	4
51	1
937	18
63	1
611	93
358	1
974	148
962	122
906	87
390	228
387	33
811	55
130	26
919	111
88	94
155	20
903	1
982	1
856	1
54	3
518	473
451	15
579	1
914	2
247	10
864	2
981	7
786	6
744	261
300	32
560	1
878	45
210	1
351	132
604	2
610	253
33	3
486	38
806	161
100	1
917	5
725	3
778	2
21	5
507	28
3	4
965	8
521	115
545	28
621	1
689	1
384	1
536	1
22	13
667	4
57	2
781	2
675	2
403	16
177	20
632	1
827	6
20	1
