node	kcore
5217	3
287	3
2015	3
4685	2
5873	3
1595	2
3420	3
3935	3
4081	3
5537	3
5672	3
1206	3
1817	3
2805	3
2991	3
3868	3
27	3
133	3
4092	3
879	3
2292	3
3858	3
4693	3
4866	3
5665	3
482	1
2230	3
4830	3
511	3
19	2
526	2
3644	3
4500	3
149	2
643	2
3426	3
3978	2
573	3
1035	3
4634	2
509	3
1650	3
4075	2
5741	3
20	2
229	3
2196	3
3043	3
3783	3
5323	3
1179	3
1634	3
1735	3
4224	3
5031	3
545	3
576	2
1906	3
3669	2
1481	2
3723	3
5886	2
401	3
1502	3
2911	3
3104	3
3440	3
3930	3
1055	3
1166	3
2204	3
2629	2
2634	3
2672	3
2978	3
3112	2
3762	3
3998	3
5731	2
1721	3
1754	3
4941	3
2117	3
5213	3
3864	3
4533	3
4933	3
570	3
1683	3
3021	1
5200	3
665	3
885	3
4659	3
22	3
1809	3
2646	3
3242	3
3961	3
953	3
140	3
2679	3
647	3
2944	3
3519	3
1335	3
3720	3
1048	3
4902	3
3780	3
1015	3
5649	3
2462	3
3670	2
3883	3
3942	3
4282	3
4372	3
23	3
4287	3
1513	3
3615	3
2852	2
3554	3
3680	2
4089	3
4226	3
4487	3
3336	3
4492	3
4763	3
4771	3
5982	3
634	3
3277	3
4728	3
1264	3
2579	3
5762	3
24	3
725	3
2797	2
4758	3
4813	2
518	3
3149	3
3449	3
4748	3
5640	3
142	3
2491	3
2609	3
3779	2
5830	2
1913	3
2696	3
3291	3
4454	3
1376	3
3489	2
5281	1
3455	3
297	3
1695	3
2343	3
2417	2
3394	3
25	3
469	3
3997	3
4901	3
332	3
1278	3
2534	3
4407	3
5542	3
639	3
648	3
652	2
5343	3
5362	3
5699	3
5469	3
5614	3
3768	3
4698	3
5742	3
829	3
1286	3
3919	3
4321	2
516	3
2546	3
5173	3
328	3
463	3
990	3
4144	3
4986	3
5578	3
5748	3
832	3
2440	3
5675	3
329	3
26	3
1339	3
4691	3
1661	3
2379	3
3217	3
3731	3
230	3
1903	3
4132	3
5053	3
5745	3
5923	3
3283	3
4362	3
349	2
2540	3
800	2
1214	2
2927	3
3619	3
4896	3
2272	2
4054	2
4449	3
2845	3
4045	3
1324	3
2761	3
3041	3
5450	3
186	3
3789	3
4493	3
1435	3
1788	3
2512	3
1045	3
4228	3
1967	3
2516	3
3776	3
4702	3
1974	3
3357	3
3674	2
4349	3
3597	3
3717	3
28	1
2616	3
5216	3
29	3
2836	2
5793	3
887	3
2227	3
3724	3
313	3
1960	3
2851	3
5686	3
1034	3
5538	3
1073	3
1747	3
4384	3
30	3
285	3
3576	3
3645	3
381	3
2008	3
4420	3
5303	3
734	3
3764	3
1291	3
2564	3
2757	1
4437	3
5060	3
114	3
5166	3
206	1
213	3
1091	3
1345	2
1899	1
3101	3
31	2
3168	2
3468	3
310	3
456	3
1675	2
2444	3
2459	3
3170	2
3594	3
32	3
5716	3
5722	3
399	3
1023	1
2366	3
2966	3
4290	3
5204	1
5737	3
663	3
4886	3
5937	3
987	3
2012	3
2331	2
3511	3
4688	3
3882	3
738	3
1448	2
3201	3
5128	2
5355	3
157	3
2125	3
2610	2
2663	3
5885	3
33	2
551	3
2640	2
4097	3
4790	3
5152	3
4068	3
3228	3
211	3
2857	3
5493	3
434	3
4468	3
4922	1
247	1
631	1
1765	1
5040	3
35	2
702	3
883	3
1844	3
2228	3
3361	2
36	3
3533	3
5329	2
4796	3
5210	3
3099	2
3786	3
2327	3
4005	3
5084	1
5708	3
2455	3
2514	3
4393	3
4664	3
143	3
3739	3
3886	3
4444	3
2213	3
4204	3
5358	3
5006	3
5226	3
5941	3
1478	3
1645	3
2367	3
3194	3
3280	2
5866	3
3160	3
37	1
227	3
485	3
1491	2
2701	3
185	3
439	3
869	3
1897	3
4807	3
39	2
41	3
768	3
5652	2
1120	3
1238	1
1674	3
4880	3
5235	2
5543	3
173	3
395	3
4733	3
4827	3
5654	3
935	3
2433	3
40	2
168	3
3575	2
3646	2
1044	3
2735	2
4001	3
4305	3
1188	3
3368	3
5732	2
1547	3
1762	3
3186	3
3221	3
3633	2
5668	3
224	3
2022	3
2916	3
4641	3
4795	3
2078	3
3850	3
4087	3
1183	2
2281	3
2363	2
915	3
3220	3
3987	3
5498	3
4608	3
42	1
3777	3
4388	3
43	3
1589	3
2777	3
5749	3
5803	3
4968	3
5114	2
5815	3
1783	3
3546	3
3909	3
3150	3
4079	3
5104	2
5331	3
910	3
1531	3
1992	3
2976	3
3265	3
44	2
1392	3
2420	3
5817	2
1948	1
3763	3
4096	3
5862	3
963	3
1338	3
45	2
293	3
486	1
1923	3
4863	3
5002	3
5451	1
1941	3
3392	3
5910	2
1727	3
2706	3
3119	3
3345	3
46	3
2855	3
3714	1
4206	3
692	2
1077	3
2190	3
2521	3
3681	3
3819	3
4532	3
5250	2
5768	3
854	3
2003	3
2600	2
3744	2
4597	3
5056	3
859	3
4147	3
47	2
2273	3
2333	2
1180	3
1975	3
1998	3
48	3
513	3
1562	2
2348	3
3502	3
3898	3
210	3
4267	3
1301	3
1857	3
475	3
1002	3
2809	2
3347	3
4099	2
1541	3
116	3
1893	3
3687	3
793	3
1401	2
3268	3
3638	2
2161	3
5324	3
3322	3
445	3
1117	3
49	3
817	3
1328	3
1884	3
3960	3
5738	3
4330	3
5992	3
4085	3
4760	3
1216	3
2088	3
5681	3
209	2
1516	3
4598	3
4994	3
5849	3
50	3
3296	3
5243	3
5669	3
561	1
1193	3
1509	3
1863	1
3371	3
3580	3
51	1
3737	3
5907	3
52	3
2268	2
2389	2
2390	3
2481	3
1780	3
3299	3
4108	2
4399	2
4412	3
5344	1
2303	2
2508	2
3300	3
4233	2
5577	3
5589	3
1081	3
2197	3
3235	3
5132	3
5851	3
2360	3
3383	3
4591	3
53	3
5097	3
2240	2
2316	3
4142	3
5562	3
955	3
2819	2
3389	3
3867	3
626	3
1384	3
2116	3
223	3
2813	3
3606	3
3968	3
333	3
2294	3
2715	3
4281	3
1833	2
2949	3
3263	2
4740	2
54	1
2042	3
4178	3
5592	3
5746	2
5818	2
55	3
592	3
1686	1
2086	3
5540	3
4065	3
1397	3
2880	3
3803	3
3917	3
2299	3
2365	3
4595	3
5522	3
56	3
870	3
3379	3
3582	3
5648	3
2859	3
4066	3
4251	3
4586	3
2318	3
3678	1
2641	2
2687	3
57	2
85	2
718	3
2722	3
1026	3
3306	3
4457	3
2039	3
2387	3
3708	3
4350	3
5638	3
68	3
2552	2
58	3
307	3
4547	2
5826	3
2244	3
3797	3
1736	2
2904	2
3382	3
5953	3
924	3
1097	3
2901	3
344	3
704	3
2162	3
4063	3
4289	3
4394	3
5345	3
5389	3
1340	3
4456	3
5612	3
1631	2
1671	3
2214	3
59	3
610	2
716	3
2503	3
3327	3
4313	3
540	3
3765	2
4176	2
5082	3
2045	2
2981	3
5842	3
1482	3
4145	3
3460	3
4497	3
5112	1
5436	3
2795	3
3692	3
3733	1
625	3
690	3
3423	2
4016	3
5623	2
5725	3
3288	3
60	3
3385	3
3415	3
3231	3
1647	3
2680	3
3947	3
4596	3
4860	3
4955	3
5197	3
1978	3
4527	3
524	3
732	3
2338	3
950	3
1508	3
5813	2
61	3
1164	2
2862	3
4713	3
5995	3
1079	3
1334	3
1687	3
2782	3
3849	3
5215	3
560	3
1366	3
3325	3
4073	3
3396	3
62	2
4276	3
1400	3
3308	1
4488	3
63	3
1187	3
4507	3
5790	3
4935	3
1005	3
238	3
1425	3
2984	3
3014	3
2322	3
3438	3
1709	3
2170	1
2742	2
3453	1
4042	3
5764	3
500	3
2183	3
2698	3
4211	3
4719	3
4759	3
1651	3
558	3
1924	3
5091	2
64	2
577	3
609	3
65	3
2060	3
2841	3
3988	3
449	2
3034	3
3360	3
4764	3
1076	3
1799	3
3938	2
5171	3
5332	3
892	3
958	3
2140	3
616	3
4881	3
5426	3
2155	3
1689	3
3301	3
5683	3
2899	3
5434	3
1554	3
4273	2
66	3
1500	3
2838	3
4913	3
305	3
1940	3
74	3
163	2
1752	3
3009	3
4718	3
4823	3
5627	2
67	2
2090	3
2868	3
4133	2
740	3
398	2
1696	3
2929	3
4101	2
4155	2
1242	2
2386	3
4836	3
5295	2
1451	3
5182	3
1062	3
4676	3
111	3
450	3
4717	3
5296	3
69	3
4680	1
5237	3
311	3
1443	2
4139	3
4343	3
5149	3
3049	3
1666	3
2494	3
4446	3
2346	3
3315	3
5327	3
3631	3
2789	3
3585	3
5035	3
3897	2
4129	3
5142	3
5674	1
5828	3
70	2
92	3
1336	3
1607	2
2212	3
3941	3
4575	2
4930	3
4867	2
71	3
926	3
938	3
1818	3
4421	3
4552	3
5369	3
5424	3
4515	3
4868	3
72	2
3148	3
5325	3
5961	3
636	1
5445	2
1638	3
1722	3
5930	1
73	3
122	3
243	3
1022	3
1851	3
2233	3
3106	3
5871	3
1061	3
1618	3
3861	3
603	3
3735	3
5392	3
828	3
2964	3
409	3
2775	3
3285	3
5905	3
5950	3
2988	3
3811	3
4418	1
5595	3
5625	3
890	3
3387	3
4743	3
5544	3
5994	3
75	3
597	3
1184	1
676	3
1761	3
5964	3
2081	3
563	3
1153	3
1361	3
2301	3
4090	3
785	2
2602	3
483	3
1226	3
2972	3
1528	2
1768	3
2708	3
2824	3
1222	3
5147	3
681	3
1556	3
4336	3
76	3
3464	3
4240	3
1142	3
2718	3
3553	3
362	3
973	3
476	3
2513	3
3757	3
5549	3
707	3
80	3
174	3
393	1
2517	1
3298	3
2082	3
4072	3
335	3
5582	3
77	3
590	3
2773	3
255	3
1297	3
3403	3
4046	2
2280	3
78	3
1205	3
3128	3
4503	3
4675	2
5099	3
382	3
739	3
1931	3
3654	2
4531	3
342	3
1320	3
2871	3
2906	3
5188	3
1343	2
2428	2
3202	3
1422	2
79	3
4441	2
4494	3
5869	2
1294	3
2763	3
3499	3
4628	3
2611	3
2829	3
3261	3
4615	3
4136	3
5651	3
4036	3
5336	3
1633	3
4380	3
5309	3
1919	3
4157	3
5781	3
2571	2
4318	3
4292	3
5240	3
1715	3
2826	2
5338	2
5883	2
81	3
3841	3
4787	3
5062	3
680	3
1346	3
1499	3
1583	3
2130	3
154	3
2476	3
4878	3
754	3
2194	3
782	2
2334	3
4973	1
350	3
1664	3
4461	3
5591	3
867	3
1148	3
1284	3
1563	3
2010	3
1604	3
2018	3
2328	3
812	3
1953	2
2341	3
3640	3
83	3
1039	3
5823	2
161	3
604	3
3741	3
3959	3
84	3
683	3
986	3
4340	3
810	3
1103	2
2403	3
3905	3
2721	3
1630	3
2187	3
2723	3
3329	3
4119	3
279	2
2815	2
1832	3
5443	3
4683	3
3544	3
581	3
2936	3
4151	3
4920	2
5395	2
5933	3
579	3
4429	2
4779	3
4832	1
245	1
2765	3
3407	3
4982	3
1354	3
2484	1
5545	3
86	2
1515	3
4600	1
4806	1
839	3
4346	3
1186	3
2319	3
3569	2
4921	3
5178	3
5396	3
87	3
1027	3
3829	3
5915	2
4392	3
4398	3
4725	3
88	2
637	3
1488	3
2253	3
5561	3
5571	2
5903	3
1653	3
89	1
90	2
1957	3
2644	3
3069	2
4520	3
5565	3
91	2
404	3
3927	3
4027	2
5187	3
455	3
2247	2
5285	3
1966	3
2604	3
2982	3
5095	3
778	3
1360	3
1867	3
2471	3
2570	3
5279	3
2021	3
4169	2
1133	2
4433	3
1670	3
1849	3
4844	3
5454	2
3028	3
5452	3
2870	3
4929	3
93	3
861	1
2451	3
3278	3
3955	1
5527	3
5015	3
1317	3
422	3
464	3
2215	3
3332	3
5427	3
2753	3
4455	3
4969	3
1922	2
3996	3
4060	3
5959	3
4699	3
4804	3
202	3
1615	3
3434	3
4721	3
105	1
1787	3
1926	3
3087	1
3809	2
94	3
678	2
4035	2
5021	3
5477	3
1253	3
5310	3
1487	3
5997	1
1575	3
4159	3
2468	3
3459	3
5643	3
5945	3
4216	3
4694	3
719	3
830	3
2951	2
4422	2
3716	3
95	3
762	3
1190	3
2974	3
3903	3
1985	3
2747	3
3237	3
1711	3
2073	3
2186	3
3158	3
96	3
1085	3
4651	3
632	3
729	3
921	3
3402	3
2975	3
763	3
940	3
1469	3
5266	3
3766	3
1167	3
3649	3
4062	2
97	3
1937	3
4404	3
1524	3
3095	3
3374	3
4990	3
1274	3
1616	2
1805	3
3691	3
5971	3
257	3
472	3
700	3
2709	3
4056	3
277	3
3302	3
5144	3
1139	3
1182	3
2745	3
99	3
988	2
4050	3
4529	3
5231	2
1408	3
4041	2
4196	3
4368	3
4808	3
5553	3
2676	3
3593	3
5685	3
2077	3
3417	3
5836	3
1052	3
5283	2
5315	3
100	3
2682	3
5206	3
667	3
1418	2
3524	3
942	3
2867	3
3222	2
4643	3
4778	3
5394	3
2588	3
1464	3
856	1
3297	2
4445	3
4814	3
112	3
1431	3
5758	3
821	3
1121	3
4279	3
4023	3
1075	2
3699	2
3538	3
3665	3
711	2
865	3
2941	2
3951	3
4222	3
4606	3
4826	3
4231	3
2239	3
3155	3
4554	3
1099	3
2286	3
4784	3
103	3
2658	3
5989	3
789	3
4284	3
4430	2
5115	3
5410	3
612	3
2656	2
5286	2
5736	2
121	3
194	3
698	3
1110	3
1605	3
4140	3
4798	3
261	3
1587	3
3344	2
3419	2
4328	3
104	3
3055	3
2945	2
3058	3
3223	1
3350	3
5321	3
2832	3
3622	3
3686	3
1382	3
5319	3
4577	3
5016	3
3587	3
843	3
3608	3
3948	3
233	3
5418	3
5965	2
106	3
5125	3
2079	3
3457	3
5687	3
5127	3
2877	3
107	1
3229	3
3747	3
4223	3
108	1
369	3
5864	3
109	3
4772	3
5528	3
465	3
3660	3
3799	3
5747	2
2048	2
2128	3
3999	3
221	3
2510	3
2834	2
3658	3
110	3
2029	3
2447	3
3627	3
4618	3
3616	3
710	3
4248	3
5137	3
5807	3
4607	3
699	3
1426	3
4122	3
259	3
276	3
2027	3
757	3
2076	3
5506	3
1370	3
3958	3
948	1
5770	3
3836	2
769	3
5214	2
5564	3
1009	3
673	3
1329	3
3639	3
5076	3
5161	2
5439	3
3697	3
578	2
1814	2
1858	3
2548	3
3037	3
3707	3
5066	3
1813	3
2652	3
3500	3
4017	3
1698	2
1891	3
5044	2
5733	3
113	3
709	3
5920	3
696	3
1311	2
1057	3
2839	3
2844	3
3233	3
4884	2
5350	3
4244	3
755	2
3052	3
4439	3
697	3
1800	3
2445	3
4916	3
1750	3
2336	3
1972	3
2642	3
5463	3
115	3
985	3
3373	3
3603	3
4359	3
2712	3
3972	3
4696	3
231	3
656	3
2606	3
4519	3
4070	3
5254	3
5442	3
2332	2
3083	3
220	3
635	3
1753	2
5684	3
2325	3
3856	3
1548	3
117	2
807	3
2380	2
5689	2
1946	2
2004	3
2453	3
3624	3
4190	2
4783	2
4537	2
4635	3
4845	3
1119	2
1986	3
118	2
520	3
4026	3
119	3
2532	1
4817	3
2202	3
4720	3
5145	3
218	3
5267	2
4192	3
120	3
1751	3
4335	3
429	2
5272	3
5448	1
2065	2
2578	3
3331	3
4602	3
1282	3
1641	3
4499	3
5257	3
1529	3
3667	3
216	3
1105	3
1129	3
1737	3
2806	3
3728	3
868	3
1130	3
1834	3
2456	3
280	3
2315	3
2470	3
2537	2
1050	3
1861	2
2033	3
4080	2
5179	3
123	3
3804	3
5103	3
3483	2
4285	3
5525	3
3015	3
1879	3
4708	3
1590	3
3264	3
4791	3
4882	3
962	1
1315	3
2184	3
2790	3
4235	3
5140	2
1637	3
4850	3
1252	2
1511	3
2770	2
4506	3
5274	3
306	3
144	3
1016	3
1655	3
4855	3
124	1
400	3
1279	3
2843	1
3862	3
4243	3
5987	3
125	3
1165	3
2096	1
679	3
3172	3
1114	3
2179	2
2694	2
3088	3
1071	3
4067	3
5293	3
1892	3
3405	3
5054	3
650	3
1018	3
2132	2
5067	2
5304	1
126	3
2683	2
4397	3
5111	3
2188	3
723	3
2556	3
2660	3
5904	3
2872	3
3250	3
2618	3
3827	3
127	1
3369	3
128	3
3995	3
5848	3
3812	3
2465	3
1144	3
2500	3
3509	2
4152	3
5055	3
5165	3
484	3
531	3
2056	3
129	3
617	3
3195	3
4303	3
3341	2
130	2
4782	3
5690	3
1907	3
2070	2
4230	3
131	3
477	3
919	3
1387	3
1778	3
1980	3
3050	3
4538	3
2635	3
4121	3
4924	3
4919	3
5993	3
1506	3
2557	3
1492	3
1545	3
2371	3
3664	3
2678	3
132	3
4573	3
4995	3
3932	2
2300	3
4958	3
5735	3
831	3
1108	3
5868	3
2800	3
5659	3
387	3
750	2
3067	3
3926	2
5057	2
4117	3
640	3
3551	3
3701	3
5318	3
2321	3
4768	3
4895	3
5898	3
134	2
4900	3
5289	3
1107	3
5599	1
135	2
2436	3
996	3
1154	2
267	3
838	3
1051	3
3282	2
3921	3
5811	3
844	3
1585	3
5168	3
5470	2
4039	3
136	3
423	3
1365	3
1505	3
3488	3
3311	3
4311	3
4903	3
5718	2
3939	1
4028	1
5444	3
2323	3
2134	3
5167	3
3508	3
3792	3
137	3
4524	3
5940	3
5978	2
215	3
3950	3
3655	3
5373	2
5679	3
4511	3
4951	2
5377	2
138	2
508	3
3089	3
3414	3
3842	3
4032	2
139	3
774	3
177	3
411	3
1598	3
372	3
5698	3
1559	3
3354	3
4209	3
3966	3
1900	3
3439	3
3531	3
5695	3
1882	2
4966	3
1168	3
3157	3
4242	3
5626	3
371	3
536	3
4440	3
5519	3
162	3
2358	2
1406	3
584	3
1542	2
3133	3
3471	3
141	2
620	2
3183	3
4120	1
1141	2
928	2
1063	3
4170	3
991	3
1582	2
2959	3
1377	3
3191	3
3572	3
3410	3
4268	3
2538	3
2952	2
4370	3
4821	3
1347	3
2631	3
2662	3
1466	1
3433	3
5761	3
805	3
3738	3
895	3
3056	3
3127	3
3732	3
1162	2
2246	3
145	3
1283	3
4413	3
3463	3
1612	3
5455	3
4484	3
5780	3
2064	3
5670	3
430	2
1723	2
3255	3
2711	3
3610	3
146	1
797	2
5249	2
5863	3
147	3
3743	3
4658	3
5227	2
569	3
1350	3
1420	3
2051	3
2630	3
5892	3
498	3
2903	3
148	1
3031	3
150	3
4183	2
1573	2
2915	2
4167	3
1551	2
2356	3
5302	3
999	3
814	3
4997	3
151	3
1369	3
3752	2
1225	3
3933	3
1257	3
2603	3
1632	3
674	3
731	3
2229	3
2961	3
152	1
357	1
1855	3
4732	3
153	2
1449	3
1843	3
4128	3
1020	3
1371	3
2419	3
5069	3
3167	3
4711	3
3596	3
4892	3
1564	3
3718	3
3985	3
4620	3
1835	2
5703	3
5999	3
155	3
848	3
1298	3
2986	2
4609	3
5693	3
1474	3
4638	3
4737	3
208	3
2071	3
565	3
5759	3
2142	3
2535	2
156	3
490	3
3139	3
457	3
1769	3
629	1
871	3
1211	3
4486	3
4911	3
5774	3
4645	2
1668	3
1652	3
2410	3
2199	3
2457	2
4410	2
2504	3
3794	3
4337	3
5393	3
5620	3
158	1
1010	3
356	2
4221	3
5071	3
5375	3
160	2
5078	3
1218	2
2685	3
5313	3
4496	3
4585	2
5513	2
417	3
1852	3
2144	3
2289	3
3677	3
1697	3
2210	3
4650	3
4907	3
2817	3
3931	3
4351	2
4373	3
2614	3
4299	3
5399	1
5334	2
627	3
816	3
3830	3
4443	3
5789	3
330	3
717	3
3602	3
2605	3
2218	3
2577	3
5299	3
165	3
452	3
4616	3
4626	3
225	3
375	3
1971	3
3913	3
3198	3
5247	2
3517	3
4859	3
2796	3
5524	3
3604	3
166	3
1241	3
971	3
1223	3
1741	2
4208	2
4535	2
2129	3
5248	2
5119	3
2689	3
4548	3
5712	3
167	3
1348	2
1456	2
3632	3
4436	3
4701	3
1025	3
3563	3
4949	3
1776	3
3600	2
2306	3
5819	3
653	3
889	3
2799	3
169	3
2473	3
5535	3
1609	2
2549	3
3880	2
5893	3
1357	3
3452	3
3934	3
2147	3
3077	1
3134	2
3487	3
3837	3
5339	3
170	3
2781	3
5631	3
546	3
794	3
5074	3
5261	3
2624	3
3506	3
5841	3
5879	3
2596	3
418	3
1267	2
3525	2
5673	2
2265	3
5135	1
5154	3
295	3
1887	3
5106	3
5822	3
171	2
3276	3
5194	3
368	3
2023	3
2533	3
4390	2
491	2
1646	3
3163	3
3443	2
4131	2
172	1
4521	1
654	3
5480	3
2527	3
3356	3
4633	3
5702	3
1942	3
961	3
1344	3
3338	3
5581	3
5917	3
3727	2
5715	3
3064	3
5422	3
2956	3
3698	3
175	3
4374	3
1454	3
3881	3
176	3
507	3
3565	3
3293	3
657	1
735	3
2633	1
979	3
5488	3
658	3
256	3
2415	3
2429	2
5007	3
4961	3
5881	3
1663	3
5009	3
2587	3
5212	3
1820	3
3105	3
5364	3
2111	3
2472	3
2180	3
179	3
4741	3
3969	3
4383	3
4816	3
505	1
1479	3
3787	3
1255	3
3214	3
5936	3
180	3
4214	3
4306	3
5977	3
5636	3
4463	3
1161	3
4174	3
5924	3
1444	3
3239	2
3492	3
4610	3
5845	3
3123	3
288	3
4302	3
5766	3
5120	3
181	3
2523	3
2124	3
3548	2
4505	3
5164	3
1237	2
4848	3
618	2
806	3
2412	3
2565	3
1416	3
5273	3
182	2
325	3
1489	3
2150	2
4381	2
1240	2
4887	3
2636	2
3335	3
538	2
3019	2
3976	3
183	3
3475	3
2255	3
2787	3
3607	3
3778	3
4367	3
5783	1
184	1
2441	2
5218	3
316	3
5974	1
804	3
1197	3
3473	3
2241	3
2760	3
741	3
2092	3
825	3
3085	3
3380	3
4124	3
3243	3
713	2
989	2
2109	2
5259	3
2137	3
2928	1
4656	2
187	3
1795	3
2149	3
3539	2
1707	3
5193	3
5594	3
188	3
4480	3
1623	3
1929	3
3963	3
4629	3
4989	3
5414	2
1446	3
1958	3
4570	3
189	3
936	2
2728	2
3121	2
4320	3
4998	3
2914	2
4314	1
5228	3
459	3
4234	3
4256	3
190	1
1471	3
3290	1
4792	3
5944	3
191	1
874	2
911	3
1628	3
3159	3
5378	1
192	3
1086	3
1463	3
2498	2
535	3
3689	3
193	3
1742	3
1116	3
5190	3
236	3
4912	3
2939	3
4000	3
5045	3
1318	3
2342	2
5013	3
4356	2
5159	3
1493	3
1021	3
4877	3
3462	3
5473	3
4071	3
3117	2
833	3
1019	2
1536	3
3115	3
5229	3
1088	2
4580	3
2174	3
2756	3
3555	3
195	3
2802	3
3048	2
3124	3
4127	1
5195	3
835	3
1013	3
1644	1
2157	2
4109	3
5717	1
714	3
1552	3
5163	3
5796	3
2973	3
4943	3
2597	3
5340	3
2437	3
2719	3
2814	3
4365	3
2385	3
3456	3
5077	3
1921	3
196	3
1380	3
3870	3
5379	3
5384	3
5874	3
217	2
3523	3
3910	3
4622	3
5948	2
2208	2
5088	3
1537	3
317	3
3053	3
4102	3
4376	3
3834	3
197	3
351	3
2414	3
3096	3
4888	3
3190	2
4051	3
5740	3
198	3
1249	3
2528	3
3372	3
4485	3
2615	3
2665	3
5856	3
3033	3
2668	3
3887	2
3154	3
544	3
5706	3
4562	3
1577	3
199	3
3895	3
5305	3
4304	3
951	3
5505	3
200	1
212	3
1838	2
4898	3
5802	3
201	1
290	3
1871	3
2355	2
3412	2
4613	3
706	3
4833	3
3137	3
3826	3
4024	3
4853	3
670	3
5458	3
5600	3
203	3
5291	3
1965	3
2100	3
266	3
2912	3
5692	3
204	2
1538	3
1667	3
827	2
2284	1
426	3
3818	2
205	1
207	3
2591	1
5059	3
1826	3
1995	3
5834	3
4137	3
2276	3
2507	3
3573	3
5086	3
4464	3
3126	3
2002	2
3623	3
4247	2
3745	3
391	3
3270	3
2831	2
1569	2
5211	1
1201	2
2483	3
3725	2
5852	3
3736	3
4210	1
4465	3
1798	3
2016	3
2172	3
4504	3
3892	3
2833	3
4977	3
1988	3
5433	2
366	3
1439	3
5380	3
2684	3
4212	3
1936	3
3136	3
5645	3
4794	3
5468	3
5812	3
575	3
1327	3
3634	3
2207	3
1432	3
4534	2
4885	2
5416	3
1389	3
3793	2
2005	3
5177	3
5554	3
5238	3
5432	1
214	3
2432	3
2466	3
3091	3
3821	3
3902	3
4405	2
5550	3
2250	3
3706	2
3756	1
4689	2
5730	2
1374	3
1918	3
4134	3
384	3
2053	3
4756	3
3662	3
5720	3
4727	3
4819	2
5882	3
1996	3
2061	3
