node	degree
2887	8
3529	8
2647	10
3442	4
4483	4
5576	9
18	9
2068	6
3817	10
5005	8
5019	9
5217	7
287	10
2015	10
4685	3
5873	7
1595	3
3420	6
3935	8
4081	10
5537	4
5672	9
1206	8
1817	6
2805	9
2991	8
3868	6
27	9
133	10
4092	5
879	7
2292	6
3858	7
4693	5
4866	9
5665	7
482	1
2230	9
4830	9
511	10
19	4
526	4
3644	10
4500	8
149	2
643	2
3426	9
3978	7
573	9
1035	7
4634	3
509	9
1650	6
4075	4
5741	7
20	4
229	10
2196	10
3043	9
3783	10
5323	5
1179	7
1634	5
1735	10
4224	10
5031	6
545	5
576	2
1906	8
3669	5
1481	4
3723	7
5886	6
401	8
1502	8
2911	7
3104	10
3440	7
3930	8
1055	5
1166	4
2204	8
2629	2
2634	4
2672	6
2978	10
3112	4
3762	9
3998	8
5731	6
1721	4
1754	9
4941	4
2117	8
5213	5
3864	10
4533	10
4933	4
570	10
1683	10
3021	1
5200	8
665	3
885	5
4659	10
22	10
1809	10
2646	10
3242	10
3961	5
953	7
140	10
2679	8
647	10
2944	10
3519	10
1335	8
3720	7
1048	10
4902	9
3780	6
1015	3
5649	9
2462	7
3670	3
3883	10
3942	9
4282	7
4372	6
23	9
4287	9
1513	9
3615	7
2852	2
3554	8
3680	3
4089	7
4226	3
4487	8
3336	3
4492	10
4763	9
4771	9
5982	4
634	7
3277	6
4728	5
1264	4
2579	5
5762	10
24	7
725	8
2797	3
4758	8
4813	2
518	9
3149	3
3449	5
4748	8
5640	9
142	9
2491	6
2609	7
3779	4
5830	3
1913	6
2696	4
3291	4
4454	10
1376	6
3489	3
5281	1
3455	7
297	5
1695	10
2343	4
2417	2
3394	9
25	10
469	10
3997	7
4901	3
332	4
1278	8
2534	7
4407	5
5542	9
639	9
648	8
652	2
5343	7
5362	10
5699	10
5469	10
5614	9
3768	10
4698	3
5742	9
829	7
1286	7
3919	10
4321	3
516	7
2546	9
5173	9
328	6
463	7
990	10
4144	9
4986	4
5578	10
5748	9
832	10
2440	7
5675	10
329	7
26	10
1339	9
4691	6
1661	8
2379	10
3217	7
3731	8
230	5
1903	9
4132	6
5053	9
5745	8
5923	9
3283	9
4362	10
349	2
2540	10
800	4
1214	3
2927	8
3619	9
4896	7
2272	3
4054	6
4449	10
2845	10
4045	10
1324	6
2761	4
3041	6
5450	10
186	10
3789	8
4493	6
1435	9
1788	5
2512	10
1045	5
4228	10
1967	6
2516	6
3776	8
4702	10
1974	10
3357	10
3674	3
4349	7
3597	4
3717	4
28	1
2616	5
5216	8
29	6
2836	3
5793	9
887	8
2227	4
3724	8
313	4
1960	9
2851	10
5686	9
1034	7
5538	9
1073	6
1747	5
4384	6
30	7
285	10
3576	5
3645	5
381	10
2008	9
4420	8
5303	7
734	3
3764	9
1291	9
2564	10
2757	1
4437	7
5060	8
114	5
5166	8
206	1
213	5
1091	8
1345	4
1899	2
3101	5
31	2
3168	5
3468	8
310	9
456	10
1675	3
2444	5
2459	10
3170	3
3594	9
32	9
5716	10
5722	7
399	3
1023	1
2366	10
2966	8
4290	8
5204	2
5737	4
663	9
4886	9
5937	7
987	9
2012	10
2331	6
3511	7
4688	10
3882	10
738	5
1448	3
3201	7
5128	4
5355	5
157	9
2125	5
2610	3
2663	8
5885	6
33	2
551	5
2640	3
4097	7
4790	7
5152	10
4068	9
3228	7
211	8
2857	9
5493	4
434	8
4468	5
4922	2
247	2
631	2
1765	1
5040	8
35	2
702	5
883	9
1844	8
2228	8
3361	2
36	10
3533	10
5329	2
4796	5
5210	10
3099	3
3786	5
2327	10
4005	7
5084	1
5708	6
2455	9
2514	8
4393	6
4664	10
143	5
3739	7
3886	8
4444	3
2213	9
4204	9
5358	10
5006	10
5226	7
5941	10
1478	9
1645	6
2367	10
3194	10
3280	4
5866	9
3160	10
37	1
227	10
485	8
1491	2
2701	5
185	7
439	8
869	9
1897	7
4807	10
39	5
41	9
768	6
5652	4
1120	8
1238	1
1674	9
4880	4
5235	2
5543	4
173	6
395	5
4733	9
4827	10
5654	9
935	9
2433	6
40	4
168	4
3575	3
3646	3
1044	5
2735	7
4001	8
4305	9
1188	6
3368	7
5732	3
1547	8
1762	8
3186	6
3221	9
3633	3
5668	4
224	9
2022	7
2916	10
4641	7
4795	8
2078	6
3850	8
4087	10
1183	4
2281	7
2363	8
915	10
3220	7
3987	10
5498	9
4608	9
42	1
3777	7
4388	8
43	5
1589	8
2777	8
5749	6
5803	7
4968	9
5114	2
5815	6
1783	4
3546	9
3909	3
3150	10
4079	10
5104	2
5331	9
910	10
1531	9
1992	10
2976	7
3265	7
44	3
1392	8
2420	7
5817	6
1948	1
3763	10
4096	6
5862	10
963	9
1338	6
45	3
293	8
486	2
1923	9
4863	6
5002	9
5451	1
1941	10
3392	10
5910	3
1727	10
2706	9
3119	10
3345	10
46	7
2855	9
3714	1
4206	8
692	2
1077	5
2190	5
2521	8
3681	10
3819	5
4532	7
5250	4
5768	10
854	8
2003	9
2600	7
3744	4
4597	8
5056	6
859	8
4147	5
47	2
2273	8
2333	2
1180	8
1975	8
1998	8
48	10
513	7
1562	3
2348	6
3502	6
3898	10
210	10
4267	10
1301	4
1857	4
475	10
1002	9
2809	4
3347	10
4099	2
1541	10
116	8
1893	9
3687	8
793	7
1401	4
3268	7
3638	3
2161	9
5324	3
3322	5
445	9
1117	10
49	6
817	10
1328	3
1884	10
3960	4
5738	10
4330	8
5992	8
4085	8
4760	10
1216	5
2088	5
5681	8
209	4
1516	3
4598	4
4994	10
5849	5
50	4
3296	9
5243	7
5669	5
561	2
1193	9
1509	9
1863	1
3371	10
3580	8
51	1
3737	10
5907	7
52	7
2268	3
2389	3
2390	7
2481	9
1780	9
3299	9
4108	4
4399	3
4412	5
5344	1
2303	2
2508	5
3300	6
4233	2
5577	7
5589	9
1081	10
2197	9
3235	9
5132	7
5851	5
2360	10
3383	9
4591	5
53	7
5097	9
2240	5
2316	5
4142	8
5562	6
955	9
2819	3
3389	10
3867	10
626	7
1384	6
2116	8
223	10
2813	6
3606	7
3968	4
333	4
2294	6
2715	5
4281	4
1833	3
2949	9
3263	5
4740	3
54	1
2042	9
4178	7
5592	10
5746	3
5818	3
55	6
592	4
1686	1
2086	10
5540	10
4065	5
1397	7
2880	5
3803	8
3917	9
2299	10
2365	10
4595	9
5522	5
56	5
870	5
3379	7
3582	4
5648	3
2859	5
4066	5
4251	9
4586	6
2318	8
3678	1
2641	3
2687	9
57	4
85	5
718	9
2722	6
1026	10
3306	9
4457	5
2039	8
2387	5
3708	9
4350	6
5638	7
68	8
2552	4
58	8
307	6
4547	4
5826	9
2244	4
3797	7
1736	3
2904	3
3382	9
5953	6
924	9
1097	10
2901	9
344	8
704	10
2162	6
4063	6
4289	4
4394	8
5345	5
5389	10
1340	5
4456	6
5612	10
1631	3
1671	4
2214	7
59	9
610	2
716	8
2503	6
3327	7
4313	4
540	10
3765	4
4176	2
5082	10
2045	4
2981	6
5842	9
1482	10
4145	9
3460	7
4497	7
5112	1
5436	10
2795	8
3692	7
3733	1
625	8
690	7
3423	4
4016	7
5623	3
5725	7
3288	10
60	8
3385	7
3415	6
3231	7
1647	7
2680	10
3947	9
4596	6
4860	5
4955	6
5197	6
1978	9
4527	5
524	8
732	3
2338	7
950	9
1508	6
5813	4
61	7
1164	4
2862	5
4713	9
5995	9
1079	8
1334	8
1687	10
2782	6
3849	6
5215	6
560	9
1366	7
3325	8
4073	10
3396	6
62	3
4276	6
1400	10
3308	2
4488	7
63	10
1187	8
4507	8
5790	5
4935	8
1005	9
238	5
1425	5
2984	8
3014	10
2322	4
3438	6
1709	6
2170	2
2742	5
3453	1
4042	8
5764	10
500	10
2183	10
2698	8
4211	5
4719	4
4759	6
1651	5
558	6
1924	10
5091	3
64	2
577	7
609	6
65	10
2060	6
2841	10
3988	6
449	2
3034	9
3360	6
4764	10
1076	10
1799	10
3938	2
5171	6
5332	5
892	10
958	9
2140	6
616	8
4881	9
5426	4
2155	10
1689	7
3301	9
5683	5
2899	6
5434	7
1554	6
4273	3
66	5
1500	7
2838	3
4913	5
305	6
1940	10
74	9
163	3
1752	9
3009	4
4718	9
4823	10
5627	3
67	2
2090	4
2868	8
4133	3
740	8
398	2
1696	8
2929	6
4101	3
4155	2
1242	2
2386	9
4836	10
5295	4
1451	7
5182	6
1062	6
4676	10
111	10
450	6
4717	3
5296	7
69	8
4680	1
5237	10
311	10
1443	2
4139	10
4343	8
5149	9
3049	10
1666	8
2494	7
4446	6
2346	9
3315	6
5327	7
3631	6
2789	9
3585	8
5035	9
3897	4
4129	8
5142	5
5674	1
5828	8
70	2
92	7
1336	10
1607	3
2212	5
3941	10
4575	4
4930	7
4867	3
71	3
926	10
938	7
1818	7
4421	7
4552	5
5369	4
5424	8
4515	10
4868	8
72	4
3148	6
5325	5
5961	7
636	1
5445	4
1638	7
1722	9
5930	1
73	3
122	6
243	9
1022	7
1851	7
2233	8
3106	5
5871	6
1061	10
1618	5
3861	8
603	9
3735	10
5392	10
828	10
2964	10
409	5
2775	6
3285	8
5905	8
5950	9
2988	6
3811	8
4418	1
5595	7
5625	9
890	5
3387	8
4743	10
5544	9
5994	6
75	9
597	6
1184	1
676	3
1761	10
5964	7
2081	5
563	7
1153	8
1361	3
2301	5
4090	10
785	2
2602	8
483	6
1226	9
2972	9
1528	2
1768	7
2708	10
2824	10
1222	8
5147	7
681	6
1556	9
4336	5
76	9
3464	8
4240	6
1142	6
2718	7
3553	7
362	9
973	9
476	5
2513	3
3757	3
5549	10
707	8
80	6
174	8
393	1
2517	2
3298	6
2082	9
4072	10
335	4
5582	8
77	6
590	5
2773	5
255	10
1297	9
3403	4
4046	2
2280	9
78	9
1205	8
3128	9
4503	7
4675	3
5099	10
382	8
739	8
1931	7
3654	3
4531	8
342	7
1320	9
2871	9
2906	6
5188	3
1343	4
2428	3
3202	8
1422	6
79	8
4441	4
4494	9
5869	2
1294	10
2763	3
3499	9
4628	3
2611	8
2829	7
3261	9
4615	7
4136	7
5651	7
4036	6
5336	10
1633	7
4380	7
5309	9
1919	7
4157	9
5781	6
2571	3
4318	8
4292	9
5240	10
1715	10
2826	2
5338	5
5883	4
81	5
3841	10
4787	10
5062	10
680	10
1346	6
1499	8
1583	7
2130	4
154	8
2476	7
4878	7
754	9
2194	6
782	4
2334	8
4973	1
350	9
1664	9
4461	10
5591	7
867	6
1148	7
1284	9
1563	10
2010	5
1604	4
2018	6
2328	10
812	8
1953	2
2341	10
3640	5
83	4
1039	9
5823	3
161	6
604	8
3741	8
3959	4
84	10
683	4
986	5
4340	9
810	9
1103	3
2403	7
3905	4
2721	5
1630	7
2187	3
2723	10
3329	9
4119	9
279	2
2815	2
1832	9
5443	10
4683	3
3544	7
581	9
2936	9
4151	9
4920	5
5395	5
5933	9
579	6
4429	5
4779	9
4832	1
245	1
2765	5
3407	9
4982	6
1354	9
2484	1
5545	9
86	3
1515	8
4600	2
4806	1
839	7
4346	9
1186	6
2319	8
3569	4
4921	8
5178	8
5396	9
87	5
1027	5
3829	8
5915	2
4392	5
4398	8
4725	9
88	2
637	9
1488	6
2253	5
5561	7
5571	5
5903	9
1653	6
89	1
90	2
1957	10
2644	8
3069	4
4520	8
5565	7
91	5
404	10
3927	5
4027	3
5187	8
455	10
2247	3
5285	6
1966	9
2604	10
2982	9
5095	8
778	6
1360	7
1867	7
2471	10
2570	8
5279	4
2021	7
4169	2
1133	3
4433	10
1670	8
1849	8
4844	8
5454	5
3028	7
5452	10
2870	10
4929	6
93	10
861	2
2451	5
3278	8
3955	2
5527	6
5015	7
1317	9
422	3
464	7
2215	5
3332	10
5427	9
2753	9
4455	6
4969	7
1922	3
3996	6
4060	6
5959	7
4699	5
4804	10
202	10
1615	4
3434	5
4721	10
105	1
1787	8
1926	9
3087	2
3809	6
94	10
678	3
4035	3
5021	6
5477	5
1253	6
5310	8
1487	8
5997	1
1575	9
4159	3
2468	5
3459	9
5643	4
5945	4
4216	9
4694	8
719	9
830	7
2951	2
4422	5
3716	10
95	4
762	6
1190	10
2974	4
3903	5
1985	5
2747	7
3237	7
1711	10
2073	10
2186	6
3158	9
96	9
1085	10
4651	10
632	4
729	4
921	9
3402	8
2975	9
763	7
940	8
1469	8
5266	10
3766	5
1167	5
3649	9
4062	2
97	4
1937	6
4404	10
1524	8
3095	7
3374	9
4990	7
1274	10
1616	2
1805	10
3691	8
5971	8
257	8
472	9
700	10
2709	10
4056	6
277	5
3302	5
5144	8
1139	7
1182	7
2745	10
99	7
988	3
4050	8
4529	5
5231	2
1408	6
4041	3
4196	9
4368	7
4808	6
5553	9
2676	8
3593	7
5685	10
2077	7
3417	6
5836	10
1052	10
5283	2
5315	9
100	10
2682	7
5206	9
667	8
1418	2
3524	9
942	7
2867	9
3222	2
4643	7
4778	6
5394	7
2588	3
1464	8
856	1
3297	6
4445	6
4814	5
112	8
1431	6
5758	6
821	8
1121	8
4279	8
4023	8
1075	2
3699	4
3538	9
3665	4
711	5
865	8
2941	2
3951	7
4222	7
4606	6
4826	5
4231	6
2239	8
3155	7
4554	10
1099	10
2286	5
4784	10
103	10
2658	9
5989	10
789	6
4284	8
4430	4
5115	9
5410	9
612	8
2656	6
5286	3
5736	6
121	3
194	9
698	6
1110	9
1605	7
4140	7
4798	9
261	7
1587	5
3344	6
3419	2
4328	7
104	9
3055	7
2945	3
3058	7
3223	1
3350	9
5321	9
2832	6
3622	4
3686	5
1382	9
5319	6
4577	10
5016	8
3587	6
843	8
3608	7
3948	6
233	3
5418	5
5965	2
106	4
5125	10
2079	9
3457	3
5687	7
5127	8
2877	7
107	1
3229	6
3747	10
4223	6
108	1
369	8
5864	8
109	6
4772	4
5528	10
465	9
3660	7
3799	5
5747	4
2048	2
2128	9
3999	5
221	7
2510	9
2834	2
3658	10
110	10
2029	7
2447	8
3627	10
4618	4
3616	9
710	7
4248	7
5137	6
5807	7
4607	7
699	9
1426	8
4122	6
259	8
276	9
2027	10
757	7
2076	9
5506	9
1370	10
3958	10
948	1
5770	5
3836	5
769	9
5214	2
5564	7
1009	9
673	7
1329	7
3639	8
5076	8
5161	3
5439	6
3697	7
578	2
1814	4
1858	8
2548	9
3037	3
3707	7
5066	3
1813	7
2652	6
3500	5
4017	4
1698	7
1891	6
5044	2
5733	8
113	6
709	8
5920	7
696	8
1311	2
1057	7
2839	10
2844	5
3233	6
4884	2
5350	10
4244	4
755	4
3052	6
4439	7
697	5
1800	6
2445	6
4916	7
1750	9
2336	4
1972	9
2642	6
5463	6
115	3
985	8
3373	4
3603	6
4359	8
2712	10
3972	6
4696	9
231	3
656	6
2606	6
4519	9
4070	6
5254	6
5442	3
2332	2
3083	7
220	7
635	10
1753	2
5684	10
2325	7
3856	7
1548	6
117	5
807	9
2380	7
5689	3
1946	3
2004	6
2453	8
3624	10
4190	3
4783	3
4537	5
4635	8
4845	10
1119	5
1986	5
118	2
520	6
4026	10
119	7
2532	1
4817	10
2202	10
4720	8
5145	7
218	8
5267	2
4192	6
120	8
1751	7
4335	8
429	3
5272	7
5448	1
2065	2
2578	10
3331	10
4602	9
1282	8
1641	6
4499	7
5257	7
1529	3
3667	3
216	6
1105	7
1129	9
1737	4
2806	7
3728	6
868	7
1130	6
1834	8
2456	5
280	10
2315	7
2470	5
2537	2
1050	5
1861	4
2033	9
4080	3
5179	6
123	10
3804	7
5103	8
3483	4
4285	8
5525	8
3015	5
1879	7
4708	8
1590	8
3264	10
4791	10
4882	8
962	1
1315	7
2184	10
2790	10
4235	6
5140	4
1637	10
4850	6
1252	2
1511	10
2770	4
4506	10
5274	10
306	9
144	8
1016	6
1655	10
4855	5
124	2
400	8
1279	10
2843	2
3862	9
4243	5
5987	9
125	7
1165	10
2096	1
679	7
3172	7
1114	10
2179	3
2694	3
3088	6
1071	4
4067	3
5293	9
1892	7
3405	4
5054	7
650	9
1018	9
2132	6
5067	3
5304	1
126	7
2683	2
4397	10
5111	9
2188	3
723	9
2556	5
2660	9
5904	8
2872	9
3250	10
2618	9
3827	7
127	1
3369	9
128	10
3995	6
5848	9
3812	9
2465	10
1144	8
2500	4
3509	5
4152	9
5055	9
5165	10
484	10
531	9
2056	4
129	4
617	7
3195	6
4303	8
3341	3
130	2
4782	9
5690	10
1907	7
2070	3
4230	7
131	9
477	5
919	6
1387	9
1778	5
1980	5
3050	4
4538	8
2635	8
4121	4
4924	9
4919	10
5993	6
1506	9
2557	9
1492	10
1545	8
2371	3
3664	6
2678	4
132	7
4573	6
4995	10
3932	3
2300	10
4958	5
5735	9
831	7
1108	5
5868	8
2800	6
5659	10
387	9
750	5
3067	8
3926	7
5057	3
4117	9
640	8
3551	4
3701	7
5318	6
2321	6
4768	8
4895	7
5898	8
134	3
4900	7
5289	10
1107	4
5599	1
135	6
2436	8
996	6
1154	7
267	10
838	9
1051	7
3282	2
3921	10
5811	10
844	6
1585	6
5168	9
5470	3
4039	9
136	6
423	4
1365	8
1505	8
3488	10
3311	7
4311	6
4903	8
5718	4
3939	2
4028	1
5444	9
2323	7
2134	5
5167	9
3508	10
3792	10
137	7
4524	7
5940	5
5978	3
215	9
3950	4
3655	10
5373	4
5679	5
4511	8
4951	4
5377	4
138	2
508	10
3089	9
3414	6
3842	9
4032	4
139	10
774	4
177	10
411	9
1598	4
372	8
5698	4
1559	7
3354	7
4209	6
3966	9
1900	8
3439	8
3531	4
5695	6
1882	3
4966	7
1168	10
3157	4
4242	8
5626	7
371	6
536	7
4440	5
5519	10
162	7
2358	3
1406	4
584	9
1542	2
3133	9
3471	10
141	3
620	3
3183	8
4120	1
1141	3
928	2
1063	9
4170	8
991	9
1582	3
2959	10
1377	7
3191	4
3572	8
3410	9
4268	8
2538	10
2952	6
4370	7
4821	3
1347	7
2631	9
2662	10
1466	1
3433	4
5761	9
805	6
3738	8
895	5
3056	5
3127	9
3732	3
1162	3
2246	7
145	7
1283	5
4413	7
3463	7
1612	9
5455	10
4484	6
5780	10
2064	4
5670	7
430	5
1723	4
3255	6
2711	9
3610	7
146	1
797	4
5249	4
5863	9
147	8
3743	9
4658	9
5227	4
569	10
1350	5
1420	9
2051	10
2630	7
5892	9
498	3
2903	6
148	1
3031	9
150	7
4183	2
1573	4
2915	3
4167	7
1551	3
2356	10
5302	7
999	5
814	5
4997	3
151	5
1369	7
3752	4
1225	6
3933	9
1257	3
2603	9
1632	9
674	7
731	9
2229	10
2961	6
152	1
357	2
1855	9
4732	9
153	2
1449	7
1843	8
4128	10
1020	8
1371	10
2419	9
5069	6
3167	7
4711	10
3596	8
4892	5
1564	9
3718	7
3985	5
4620	8
1835	2
5703	8
5999	8
155	7
848	8
1298	10
2986	5
4609	10
5693	8
1474	7
4638	5
4737	10
208	7
2071	10
565	6
5759	6
2142	4
2535	5
156	5
490	7
3139	10
457	4
1769	5
629	1
871	9
1211	9
4486	4
4911	10
5774	9
4645	2
1668	7
1652	9
2410	6
2199	8
2457	2
4410	5
2504	7
3794	7
4337	9
5393	6
5620	6
158	1
1010	6
356	3
4221	10
5071	7
5375	6
160	3
5078	9
1218	3
2685	7
5313	7
4496	10
4585	4
5513	2
417	8
1852	8
2144	10
2289	5
3677	9
1697	10
2210	6
4650	4
4907	5
2817	9
3931	6
4351	3
4373	8
2614	6
4299	10
5399	1
5334	6
627	5
816	6
3830	10
4443	8
5789	6
330	9
717	9
3602	4
2605	4
2218	5
2577	7
5299	9
165	8
452	6
4616	10
4626	4
225	9
375	6
1971	4
3913	5
3198	7
5247	2
3517	9
4859	10
2796	3
5524	5
3604	10
166	5
1241	8
971	10
1223	6
1741	4
4208	3
4535	2
2129	10
5248	5
5119	6
2689	3
4548	6
5712	6
167	6
1348	2
1456	2
3632	10
4436	7
4701	7
1025	9
3563	4
4949	6
1776	4
3600	2
2306	4
5819	8
653	4
889	4
2799	10
169	6
2473	8
5535	6
1609	2
2549	10
3880	2
5893	9
1357	6
3452	8
3934	6
2147	5
3077	1
3134	2
3487	4
3837	9
5339	9
170	10
2781	6
5631	5
546	6
794	6
5074	10
5261	7
2624	7
3506	8
5841	7
5879	5
2596	4
418	7
1267	2
3525	3
5673	4
2265	5
5135	1
5154	5
295	10
1887	10
5106	5
5822	6
171	6
3276	9
5194	5
368	9
2023	6
2533	9
4390	2
491	4
1646	8
3163	10
3443	4
4131	2
172	1
4521	1
654	5
5480	4
2527	10
3356	3
4633	7
5702	8
1942	9
961	6
1344	8
3338	6
5581	6
5917	7
3727	2
5715	8
3064	10
5422	10
2956	9
3698	8
175	3
4374	10
1454	10
3881	7
176	6
507	4
3565	8
3293	10
657	2
735	9
2633	1
979	9
5488	8
658	8
256	8
2415	7
2429	6
5007	10
4961	4
5881	10
1663	4
5009	7
2587	8
5212	9
1820	10
3105	3
5364	6
2111	4
2472	8
2180	4
179	6
4741	9
3969	6
4383	10
4816	9
505	1
1479	6
3787	10
1255	8
3214	8
5936	4
180	9
4214	3
4306	5
5977	3
5636	6
4463	6
1161	9
4174	10
5924	8
1444	9
3239	3
3492	7
4610	9
5845	9
3123	8
288	8
4302	8
5766	9
5120	9
181	9
2523	4
2124	10
3548	3
4505	5
5164	7
1237	4
4848	10
618	4
806	6
2412	9
2565	7
1416	9
5273	5
182	5
325	9
1489	4
2150	6
4381	3
1240	3
4887	10
2636	3
3335	9
538	4
3019	2
3976	7
183	4
3475	4
2255	9
2787	8
3607	9
3778	10
4367	7
5783	1
184	1
2441	4
5218	7
316	6
5974	1
804	6
1197	9
3473	10
2241	7
2760	4
741	9
2092	6
825	10
3085	8
3380	9
4124	7
3243	9
713	3
989	3
2109	3
5259	5
2137	6
2928	1
4656	2
187	5
1795	3
2149	8
3539	3
1707	6
5193	8
5594	7
188	7
4480	6
1623	7
1929	5
3963	5
4629	9
4989	3
5414	4
1446	4
1958	10
4570	10
189	5
936	3
2728	2
3121	3
4320	10
4998	8
2914	4
4314	1
5228	6
459	7
4234	9
4256	4
190	1
1471	5
3290	2
4792	6
5944	6
191	1
874	3
911	4
1628	10
3159	8
5378	2
192	4
1086	4
1463	3
2498	6
535	10
3689	5
193	10
1742	8
1116	4
5190	5
236	8
4912	4
2939	6
4000	4
5045	6
1318	7
2342	3
5013	7
4356	3
5159	9
1493	10
1021	9
4877	8
3462	9
5473	7
4071	4
3117	4
833	9
1019	3
1536	8
3115	10
5229	9
1088	5
4580	9
2174	9
2756	10
3555	10
195	10
2802	7
3048	3
3124	6
4127	1
5195	5
835	9
1013	10
1644	2
2157	4
4109	7
5717	1
714	5
1552	7
5163	9
5796	8
2973	7
4943	5
2597	9
5340	8
2437	10
2719	9
2814	4
4365	4
2385	9
3456	7
5077	6
1921	4
196	6
1380	9
3870	8
5379	4
5384	4
5874	3
217	2
3523	10
3910	4
4622	8
5948	2
2208	3
5088	8
1537	5
317	8
3053	10
4102	5
4376	6
3834	4
197	4
351	6
2414	9
3096	9
4888	4
3190	2
4051	6
5740	5
198	9
1249	10
2528	7
3372	7
4485	5
2615	5
2665	9
5856	6
3033	7
2668	10
3887	4
3154	6
544	10
5706	6
4562	7
1577	3
199	3
3895	7
5305	8
4304	5
951	7
5505	6
200	1
212	9
1838	3
4898	9
5802	9
201	1
290	10
1871	6
2355	3
3412	4
4613	5
706	9
4833	4
3137	10
3826	6
4024	7
4853	6
670	6
5458	6
5600	9
203	4
5291	10
1965	8
2100	4
266	7
2912	8
5692	8
204	3
1538	9
1667	6
827	3
2284	1
426	6
3818	6
205	1
207	4
2591	1
5059	9
1826	10
1995	6
5834	10
4137	9
2276	8
2507	8
3573	6
5086	7
4464	9
3126	8
2002	3
3623	10
4247	2
3745	8
391	9
3270	5
2831	6
1569	5
5211	1
1201	4
2483	10
3725	2
5852	4
3736	10
4210	1
4465	7
1798	9
2016	8
2172	8
4504	10
3892	10
2833	7
4977	9
1988	5
5433	4
366	5
1439	8
5380	9
2684	7
4212	10
1936	9
3136	4
5645	6
4794	7
5468	5
5812	10
575	8
1327	9
3634	7
2207	9
1432	5
4534	8
4885	5
5416	5
1389	9
3793	2
2005	9
5177	8
5554	10
5238	10
5432	2
214	10
2432	6
2466	6
3091	10
3821	7
3902	10
4405	2
5550	8
2250	6
3706	3
3756	1
4689	4
5730	6
1374	8
1918	8
4134	10
384	7
2053	7
4756	8
3662	8
5720	6
4727	8
4819	4
5882	7
1996	5
2061	8
4408	6
