node	kcore
240	2
11937	1
9111	1
9833	18
24209	6
54174	8
12241	19
27684	58
58062	15
241	1
4524	6
242	1
243	7
36171	20
2531	4
244	3
321	3
275	14
10434	9
247	2
66950	1
72411	1
69016	1
73385	1
73530	1
248	1
442	14
67170	1
2298	7
76898	1
250	1
32605	26
251	16
11750	13
913	22
252	1
66951	1
71305	1
73517	2
29428	2
75897	1
67132	1
67812	1
75853	2
253	1
254	7
255	2
1714	23
11069	17
14804	9
11230	8
13196	15
16918	3
39061	48
68444	1
68958	1
257	1
258	1
41092	4
259	4
70591	1
261	14
79607	1
262	1
263	1
383	9
67101	1
67363	1
68400	1
357	18
2094	3
264	3
265	2
266	2
267	1
1136	22
1078	16
12446	2
5876	6
4109	75
5426	5
9158	4
17883	7
7813	47
73253	1
268	1
67708	1
75778	1
269	1
847	2
67383	1
69455	1
68773	1
270	1
75734	1
10246	3
47491	6
272	1
440	14
2692	3
389	7
273	3
67767	1
68081	1
17171	11
69317	1
9585	24
15002	9
14949	34
274	2
822	2
276	4
4403	4
277	1
278	8
279	12
281	4
282	9
283	1
67851	1
42134	5
284	1
286	5
287	2
288	2
1287	12
5255	6
289	1
2419	26
68030	1
68924	1
66957	1
3208	8
291	2
67002	1
713	22
679	28
68377	1
44952	4
6258	5
23034	2
40429	10
292	1
69229	1
66960	1
67283	1
72575	1
72655	1
71533	1
293	1
294	1
38154	2
6944	15
1486	3
48327	21
295	13
296	4
297	10
5556	7
406	6
298	1
72990	1
3655	3
300	1
69757	1
68822	1
301	1
302	1
69351	1
66958	1
67525	1
304	4
306	1
307	16
1631	71
67628	1
69125	1
4100	13
308	1
69178	1
309	1
68593	1
310	2
753	2
66959	1
2649	11
2931	32
5495	6
2490	30
67020	1
311	1
313	1
68440	1
34942	35
32185	34
312	7
314	2
20743	11
67348	1
67857	1
3031	42
315	1
66961	1
422	1
3657	1
67061	1
67062	1
67249	1
67844	1
68591	1
68690	1
71743	2
49679	13
316	5
381	19
1256	9
68765	1
4432	7
317	3
318	2
68075	1
23057	3
366	2
3402	29
72900	1
73793	1
17014	19
871	39
322	4
323	2
457	10
1776	15
1816	10
3028	5
67623	1
325	1
328	1
69827	1
77774	1
330	1
1070	3
68767	1
69501	1
331	1
332	1
3035	30
333	1
66963	1
706	15
334	2
335	2
28015	9
336	1
66962	1
25533	8
337	18
338	2
67454	1
71975	1
339	30
2872	26
340	1
341	1
66964	1
9026	12
342	3
22160	6
344	1
345	1
74422	1
346	2
13315	15
66966	1
1149	23
349	19
385	2
350	22
1592	3
4016	13
18046	33
352	1
67613	1
68226	2
26507	30
65028	13
66240	2
66965	1
67336	1
36265	6
4886	8
33644	6
353	2
79404	2
354	1
355	2
356	1
66970	2
6427	21
359	1
66987	4
360	12
34799	10
13850	6
361	1
20494	3
76883	1
77091	1
362	1
10300	17
363	1
1321	11
4579	8
67997	1
80036	1
364	1
9615	80
365	1
408	43
367	2
2050	30
50520	23
66973	1
67127	1
1011	19
3155	5
66278	8
463	30
370	4
67060	1
452	9
371	1
67391	1
67401	1
76926	1
76984	1
42774	2
77969	1
3933	10
372	1
373	3
376	1
31173	4
30413	18
377	1
69202	1
378	6
379	23
67461	1
67589	1
1967	114
1344	23
681	15
4979	24
1205	8
68184	1
68497	1
386	1
70052	1
70472	1
74600	1
388	1
391	2
66968	2
791	8
6727	19
6675	35
392	4
71171	1
394	1
68730	1
417	2
27065	3
77942	1
4181	7
68047	1
396	1
67873	1
397	3
536	2
8769	12
398	1
67098	1
3075	16
10299	6
399	12
3984	12
400	2
401	4
402	2
403	3
69467	1
16138	31
66992	1
70139	1
40816	10
68411	1
15740	2
7021	30
13362	15
19921	26
74725	1
57636	2
405	13
70784	1
411	17
1862	46
46293	3
21796	76
71891	1
407	4
4455	6
70633	1
71722	1
409	27
38426	5
412	10
6472	12
67509	1
414	1
415	5
66969	1
75049	1
75460	1
6581	2
67583	1
66971	1
1530	15
67989	1
67176	1
416	1
75560	1
57603	15
1247	4
70403	1
67286	1
418	2
1212	2
419	2
3370	4
423	4
2734	5
424	3
425	2
5861	13
67377	1
71392	1
426	1
74809	1
7441	46
71561	1
78044	1
70657	1
428	10
429	5
430	6
5473	19
431	37
433	8
434	1
3311	4
28502	7
1523	13
435	1
68869	2
71184	1
436	1
70122	1
66972	1
67549	1
28268	15
438	2
70811	1
4665	10
441	1
67794	1
1084	5
67468	1
10805	12
443	3
67116	1
444	1
68784	1
69908	1
1597	31
5544	30
69238	1
3887	6
72322	1
446	8
448	2
67126	1
5671	5
449	6
450	1
2472	6
71316	1
67210	1
451	1
453	9
454	1
760	4
69925	1
73896	1
455	1
456	2
458	1
4939	16
4930	37
459	1
38911	1
460	1
462	1
461	1
1779	7
70060	1
960	4
8537	64
4106	6
4522	15
2405	24
904	6
467	7
464	1
2067	4
68573	1
465	1
466	3
67964	1
68731	1
69787	1
31363	3
65251	2
74531	1
468	1
35770	2
74580	1
469	1
470	1
73038	1
471	2
67500	1
17278	1
66974	1
27599	23
472	1
51476	4
46892	26
473	3
68536	1
476	3
75420	1
67263	1
68115	1
477	2
478	6
479	1
480	2
66976	1
481	4
482	1
66977	1
483	1
485	1
751	30
67992	1
486	1
67117	1
67260	1
1955	16
67281	1
67343	1
6253	4
487	4
488	4
489	4
490	4
491	23
548	8
67362	1
73262	1
659	23
492	4
68421	1
67451	1
67520	1
23062	7
2604	23
1228	8
11307	6
75338	1
493	14
494	8
66978	1
68971	1
59410	4
495	2
497	3
72093	1
38130	1
75704	1
55689	4
47381	2
498	5
502	8
500	2
70975	1
70986	1
501	1
33901	49
59088	6
67460	1
503	2
66982	1
504	1
505	3
890	2
67820	1
66979	1
66980	1
506	19
507	1
508	5
509	6
510	1
71963	1
511	8
66981	1
512	18
514	1
52016	1
1281	9
69541	1
516	1
517	1
1652	6
66983	1
66984	1
66985	1
24981	1
13568	9
16907	2
71427	2
22685	1
35585	13
43671	21
63886	1
60198	6
518	1
520	5
521	1
67837	1
522	3
69850	2
41015	3
523	2
79918	1
79955	1
524	1
525	2
526	1
527	1
68559	1
70401	1
528	1
529	3
530	1
531	1
67603	1
532	1
67593	1
68740	1
533	1
68206	1
534	1
535	2
68299	1
3026	9
16876	1
21405	24
537	1
538	2
67466	1
67396	1
68656	1
68691	1
539	2
3847	21
2940	2
21290	12
12455	5
75113	1
540	3
2808	4
541	1
542	1
67245	1
543	1
544	1
1546	36
67112	1
1157	13
545	3
546	1
547	2
3384	16
24942	5
2506	13
27801	19
549	1
550	1
551	4
552	6
553	2
554	9
555	1
67088	1
67691	2
75349	1
36903	10
557	9
558	1
67968	1
68892	1
36231	2
559	1
80325	2
560	64
561	4
13844	26
563	2
67902	1
10209	12
66988	1
67134	1
564	1
565	2
68835	1
70732	1
566	3
568	2
650	2
2640	2
567	2
569	1
570	22
571	1
572	1
573	4
574	1
944	8
67171	1
575	1
576	1
577	1
578	2
579	2
68868	1
21939	2
581	1
582	1
69298	1
583	1
584	2
585	1
1194	9
586	2
587	1
66989	1
67573	1
2615	9
69034	1
17130	3
74174	1
12140	50
588	2
589	1
590	3
591	1
592	3
593	1
67367	1
594	1
67442	1
6052	13
68399	1
66990	1
1848	9
595	5
70849	1
11250	3
2989	24
67970	1
4401	7
67971	1
1925	14
3906	21
7986	30
24406	22
12935	2
19112	2
71691	1
73670	1
68048	1
44401	10
770	3
67133	1
68911	1
597	2
2500	4
2824	24
68674	1
69463	1
2349	2
71214	2
18329	1
10403	38
12231	19
22719	2
1169	5
598	1
599	3
67870	1
67918	1
68265	1
601	2
603	2
66360	36
73818	1
1019	2
67409	1
68415	1
604	7
12566	3
605	3
696	9
2077	10
684	3
711	6
14702	27
13764	18
12197	5
3886	20
12229	2
607	2
67144	1
4875	57
26655	38
38379	2
610	9
611	5
641	2
3704	2
612	1
69368	1
613	1
963	2
5552	3
70998	1
13319	2
22189	5
23661	37
72522	1
73408	1
73921	1
74022	1
24490	8
614	2
79882	1
616	5
56610	12
617	3
3116	3
67663	1
4011	24
618	2
619	2
67131	2
70842	2
54400	2
620	12
77711	1
621	18
622	3
77291	3
7477	15
623	2
7380	10
1120	47
72923	4
624	3
625	7
66991	2
626	7
627	1
628	1
67892	1
69272	2
629	2
630	1
631	1
73157	1
70079	1
73707	1
632	3
72578	1
67636	1
2965	23
634	1
68404	1
636	10
637	2
70083	1
68991	1
71508	1
4528	5
11933	2
638	2
78463	1
639	3
68357	1
640	1
68359	1
642	1
643	8
45759	11
72070	1
73552	1
62939	4
71947	1
4055	8
644	2
70487	1
70761	1
645	1
646	3
66993	1
2893	8
8502	33
647	2
38801	10
648	13
69344	1
649	1
73925	1
68103	1
658	19
651	1
67033	1
858	24
4725	15
653	1
654	1
67782	1
655	11
656	1
73336	1
77059	1
76774	1
76781	1
2609	14
657	2
723	27
660	2
661	1
71725	1
74589	1
76224	2
662	2
663	4
664	1
69171	1
665	3
1222	14
666	1
67449	1
19212	7
74400	1
667	4
668	1
669	1
12077	61
76041	5
962	8
31985	2
673	1
674	27
21641	15
675	5
67719	1
676	21
21475	8
677	2
678	2
19503	7
680	2
66994	1
3158	23
682	3
66995	3
683	7
685	4
686	1
1813	5
67638	1
3536	1
67853	1
67912	1
687	1
67059	1
1452	13
70360	3
688	2
689	1
3417	6
68229	1
690	3
691	2
936	3
67513	1
69905	1
75835	1
692	3
66997	1
3966	3
68670	3
693	3
66996	3
24779	31
70271	3
694	1
9448	4
67896	1
69685	1
67070	1
67590	1
72712	1
697	13
698	1
699	1
71048	1
700	1
2630	11
6754	7
36316	25
11575	6
954	1
771	3
5390	6
702	1
6587	3
74061	1
703	1
704	3
705	1
8995	42
2423	5
66998	1
70852	1
707	3
708	6
709	8
710	2
1179	2
712	1
2821	2
68862	1
16601	4
48231	17
714	1
67048	1
715	2
66999	1
67000	1
716	1
717	3
16461	13
32508	3
4317	12
67290	1
67523	1
18127	8
718	3
719	4
47720	27
6090	9
74135	1
720	13
721	3
67001	1
71289	1
722	1
69022	1
725	1
726	2
727	1
69099	1
21175	40
77524	1
77552	1
728	1
4708	11
2465	11
729	1
730	5
731	2
67026	1
67046	1
1324	17
67229	1
1333	29
732	1
71110	1
733	2
734	1
12274	7
735	1
736	1
10786	34
737	1
738	1
739	1
740	1
67029	1
75108	1
67384	1
741	1
742	2
67017	1
743	11
778	9
5357	8
744	1
745	2
6290	6
746	1
747	1
756	1
67869	2
748	2
749	1
35070	3
750	1
17000	10
40332	5
752	2
754	2
755	1
69159	1
7820	37
54676	26
757	1
67003	1
1015	4
67004	1
758	6
759	13
11127	8
2804	1
966	3
761	1
67780	1
767	3
762	2
763	1
764	2
765	1
766	1
1378	2
78581	1
26946	15
768	2
769	2
67055	1
6720	9
69707	1
772	8
11350	11
72042	2
773	1
67006	1
774	7
775	1
69372	1
10138	5
79722	1
2293	1
68221	1
2199	15
1491	32
776	4
777	1
68956	1
67285	1
1745	1
67199	1
70255	1
10253	14
23744	57
33368	6
5913	20
779	1
780	1
781	9
782	2
68339	1
69508	1
79473	1
783	4
4667	2
785	4
68721	1
786	2
787	4
67028	2
788	6
71230	2
789	1
68713	1
790	3
68907	3
792	1
48839	33
793	2
67105	1
67106	1
67107	1
67108	1
67109	1
67110	1
67111	1
67114	1
1865	14
1088	15
9427	14
16453	4
46909	2
8056	3
26230	6
10703	1
17737	12
51999	57
76434	3
794	1
795	1
796	1
1259	1
67575	1
69527	1
797	1
8778	20
798	2
67007	1
67008	1
799	1
800	1
803	4
804	3
805	5
806	2
807	1
2202	14
39978	17
808	3
809	7
810	3
811	2
78743	1
812	1
69069	1
813	5
814	1
815	1
816	4
67023	1
817	2
818	2
70778	2
12254	3
15274	16
4671	65
42769	54
819	1
69008	1
1060	10
1502	12
820	1
67632	1
10193	1
76132	1
67464	1
68264	1
68504	1
821	30
14741	3
67009	1
12163	24
11007	87
67010	2
848	14
19402	14
1223	4
823	2
824	1
825	6
827	1
919	2
68139	1
70558	1
828	1
68097	1
23609	42
829	4
29997	9
830	1
73905	1
6817	15
12457	4
8162	3
831	1
73217	4
852	17
833	1
67366	1
2322	4
67012	1
67013	1
834	1
68208	1
11128	31
835	2
836	1
837	1
32299	9
20588	18
46937	8
3049	6
838	1
67904	1
839	10
840	1
841	1
842	1
75617	1
3917	16
9233	12
843	2
844	1
845	1
846	2
23481	40
6009	4
849	1
850	7
851	1
853	1
854	1
855	1
67084	1
856	1
857	1
859	3
11039	20
8816	17
860	1
67808	2
861	1
69076	1
862	1
863	1
864	5
67121	1
865	1
67556	1
67557	2
866	5
867	1
868	1
869	5
67056	1
67091	1
67624	1
68858	1
872	1
873	1
874	8
875	2
876	1
877	1
3759	2
878	1
879	1
880	8
67019	3
881	5
882	3
5348	10
883	1
884	1
73545	1
67016	2
885	1
67018	1
886	1
1031	2
67727	1
68146	1
5806	2
30602	7
67205	1
887	7
67618	1
67949	1
67025	1
888	1
889	1
10643	4
69926	1
70305	1
891	2
892	2
26423	4
894	2
895	3
896	1
897	3
68092	1
898	2
67058	1
67315	1
899	1
67356	2
900	7
901	3
67021	1
68408	2
71539	1
914	4
68077	1
11690	1
902	2
8347	15
903	1
58655	6
905	2
906	4
73373	1
907	1
67405	1
908	8
909	1
910	1
12770	1
78412	1
911	2
912	1
1433	5
79775	1
915	1
916	11
67022	1
67075	1
917	1
918	2
920	3
921	1
2718	8
72658	1
74820	1
68144	1
36377	2
922	1
923	1
32913	24
72255	2
67183	1
1747	43
924	2
925	1
926	1
74946	2
55408	2
76636	2
927	1
67024	1
77488	1
929	7
80231	1
930	2
931	1
68697	1
43613	14
932	1
67888	1
70452	1
934	8
12928	12
935	1
68759	1
60058	13
937	1
938	1
2986	9
67027	1
76919	1
75251	1
48168	11
939	1
940	1
71607	1
941	1
1061	2
942	1
943	1
3246	2
945	1
946	1
947	1
948	2
949	1
67031	1
950	2
67037	1
951	1
952	1
16823	11
953	1
18864	20
68692	1
69237	1
955	1
67030	1
31014	13
956	1
957	1
7264	61
80798	1
958	2
3753	11
959	3
67338	1
67714	1
961	2
71557	1
965	1
967	2
67038	1
968	1
970	2
43658	2
68726	1
67484	1
68261	1
67395	1
71395	2
71878	1
971	1
67227	1
972	1
973	1
67032	1
974	1
975	2
976	2
977	1
67162	1
67420	1
978	1
77433	1
79440	1
67163	1
979	1
67067	1
980	3
981	2
982	1
983	1
984	3
36715	2
12903	1
1331	4
985	3
986	1
987	1
988	1
67565	1
67567	1
69092	1
71747	1
989	1
24602	1
2049	3
4548	2
1627	5
44988	3
990	1
3829	18
991	8
67251	1
67344	1
70824	2
992	1
993	2
994	2
9122	3
995	1
67034	1
996	1
997	1
998	14
999	1
1000	1
62927	1
75403	1
67352	1
1001	1
1579	1
1002	1
3199	9
1003	1
70367	1
67113	1
70813	1
1004	5
1005	1
1006	2
1007	8
1008	1
1009	1
67865	1
71248	2
1010	2
1012	1
1013	1
1014	1
1016	6
1039	6
3030	32
74477	1
52763	3
80237	1
67331	1
1017	1
1018	9
67566	1
1020	1
1021	5
20517	23
7695	42
1022	1
72498	1
1023	2
1024	1
21941	39
1025	1
67042	1
67065	1
67834	1
67881	1
1026	1
1027	1
67924	1
74390	1
12724	2
71077	1
72610	1
36985	41
77035	3
1028	7
68526	1
1029	1
1030	16
68485	1
26704	1
62057	3
1032	1
1033	1
1034	1
1035	1
1036	1
67040	1
67043	1
67047	1
67051	1
1037	1
1038	2
72417	1
1040	1
1041	3
1042	1
67335	1
2052	30
1043	1
1044	1
67039	1
72650	1
1045	1
67041	1
1046	1
67050	1
67292	1
1047	1
67066	1
1948	15
1048	1
1049	3
1050	1
1051	11
67089	1
6730	9
77875	1
1052	10
1053	5
1054	1
1055	1
69071	1
9701	15
43453	32
1056	1
1057	2
67077	2
1058	1
67044	1
68900	1
1059	1
75208	1
1062	2
1063	1
1064	1
1065	1
1066	1
51904	10
68675	1
71688	1
1067	1
67622	1
67669	1
67672	1
67951	1
68076	1
7901	4
67049	1
67137	1
68227	1
1068	10
1069	1
1071	1
67349	1
68032	1
68045	1
1072	1
1073	1
1483	14
68501	1
1074	5
74532	1
79546	1
1075	1
1076	1
1262	2
1077	1
4478	9
31712	2
67053	1
67052	1
48802	4
1080	7
1081	1
68937	1
71639	1
1082	1
67054	1
1083	4
1085	1
31507	2
3480	17
1086	1
1087	2
67145	1
67864	1
72557	1
1089	1
1090	2
1091	1
67057	1
1092	1
67254	1
67276	1
67280	1
1093	4
17404	2
71493	2
68560	1
73628	1
1094	1
1125	4
3756	9
6271	42
1096	1
67999	1
1097	1
1099	9
70663	1
30332	55
1100	1
80248	1
1101	6
1102	1
67239	1
68962	1
69765	1
1103	4
1170	6
71445	2
9858	5
1104	4
70218	1
2408	4
1105	2
67081	1
3668	1
71078	1
3473	1
1485	15
1107	7
1108	1
67555	1
43845	5
1109	1
67238	1
18632	17
54016	5
56252	10
1110	8
75721	1
1111	1
1112	2
1113	5
69165	1
69544	1
1114	3
1115	2
1116	1
67950	1
1117	1
67684	1
1118	1
1119	1
1121	1
2971	3
1122	1
1123	1
67063	1
70037	1
1124	7
67118	1
5850	6
1126	1
67064	1
78172	1
1127	6
1128	1
1129	15
33558	2
1131	1
67198	1
67261	1
67313	1
67076	1
1132	1
68240	1
68291	1
1133	1
1134	1
67069	1
31487	4
1135	6
1137	1
1138	3
1139	1
1140	1
1141	1
9640	5
1142	1
1143	1
1220	19
72139	1
1144	1
1759	9
1145	6
1146	2
34529	6
1147	1
67071	1
67072	1
5803	19
1148	1
2152	11
11911	11
1150	3
1151	1
1152	1
1153	26
1154	1
67073	1
68652	1
1155	1
1156	3
1158	1
75552	1
1159	1
3650	20
5952	8
1160	1
1176	4
1161	1
74583	1
1162	1
1163	2
70957	1
1164	1
1165	4
3323	4
1166	1
1167	1
76399	1
1168	1
67074	1
1171	1
67332	1
1173	1
1394	18
1174	3
6277	1
74651	1
1175	1
1177	3
1818	3
9579	35
1178	3
1195	8
69590	1
67835	1
1180	9
67078	1
1181	3
67439	1
1182	1
1183	1
1184	1
75976	1
79117	1
1185	1
67079	1
1186	1
1188	1
26937	4
1189	1
1190	1
1191	4
1192	8
69570	1
71871	1
75363	1
1193	1
1196	2
74536	5
1197	1
1198	1
1199	1
1200	3
1325	4
11791	29
1201	1
1264	7
1202	2
5503	2
1203	2
1204	1
1206	1
31559	56
1207	2
1208	1
36319	6
1210	1
1211	4
1213	1
1214	1
70302	1
1215	1
67135	1
1216	1
1221	4
4293	22
17438	5
67080	1
7562	1
1217	3
70103	2
1218	1
1219	2
1771	20
1224	1
1225	1
1226	1
1227	1
50371	42
1229	1
72810	1
73361	1
1230	2
1231	2
1421	10
1232	4
1233	4
1234	5
1235	1
1236	1
67082	1
75810	1
33292	16
19145	2
73812	1
1237	1
1238	2
71464	1
1239	3
68439	1
73784	1
1240	1
67752	1
68294	1
1241	1
68105	1
69495	1
31442	16
72922	1
1242	1
1244	1
1709	1
67981	1
1245	2
1246	2
1248	2
1249	1
1250	8
2021	23
30800	2
67085	1
68491	1
1251	1
67086	1
67189	1
67318	1
1252	1
1253	1
1254	1
1255	1
1257	6
1258	4
4497	55
77716	1
12232	6
1260	2
67087	2
1261	4
53216	2
30175	26
20423	6
1263	1
67919	1
68605	1
72944	1
1265	6
2395	5
1266	1
1359	3
1267	1
3482	3
76150	1
52041	1
1268	1
67426	1
67946	1
67647	2
3585	32
1269	1
68959	1
1270	38
1271	4
1272	7
12958	5
28592	81
68284	1
12097	76
1273	1
1274	3
1275	1
76358	1
67097	1
78728	1
1276	1
1277	1
67090	1
71301	1
74512	1
8685	1
72679	3
1278	1
18584	8
1279	1
67481	2
13339	15
70904	1
70599	1
54683	11
1282	3
67379	2
1283	6
67093	1
1606	4
74919	1
1284	1
71644	2
68182	1
67092	1
1285	1
1286	2
7774	2
1288	8
1289	1
67096	2
1290	8
1291	2
1292	8
71520	1
1293	2
1294	5
39937	3
19969	65
1295	1
67095	1
73509	1
1296	1
67094	1
1297	1
70442	2
1298	1
1299	1
1300	1
4390	7
13524	26
1301	1
67700	1
22529	2
1302	3
1303	1
1304	2
1305	2
1306	11
23790	29
1307	1
1346	2
1308	3
70938	1
72709	1
72705	1
1309	1
69871	1
1310	1
67459	1
1311	10
67100	1
1312	15
67099	1
11709	7
1313	3
4212	5
14158	9
68269	1
1315	2
1316	1
7498	8
1317	3
68062	1
1318	3
1319	3
1320	1
9655	24
1322	1
1323	1
68577	1
76076	4
1326	8
76228	1
1327	1
67103	1
79773	1
67102	1
75528	1
50270	2
1328	1
68330	1
68916	1
69716	1
69776	1
1329	1
1330	1
14728	9
9587	19
1332	5
1334	10
1335	1
67492	1
1336	1
69279	1
10759	8
72621	1
1337	6
1338	1
67139	1
17221	3
1339	1
1340	6
1341	4
1342	14
1343	3
67104	3
1440	3
1345	1
1347	1
45847	6
1348	1
69234	1
16805	22
75474	1
1349	3
1350	43
1476	7
1351	2
1353	1
67220	1
67547	1
16749	1
67291	1
1354	11
1355	1
1356	2
1357	1
72382	1
78575	4
1358	1
68837	1
