node	degree
928	75
25037	94
61593	38
72	1
73	7
66920	2
75	1
77	3
115	29
78	3
79	1
80	12
147	8
67758	1
71798	1
81	1
5835	19
82	6
83	32
144	8
84	5
1498	20
85	1
474	8
66921	1
67485	1
13249	134
32228	115
86	46
87	6
89	1
66923	1
66925	1
1809	22
151	6
1876	35
75067	1
17169	226
75841	1
76863	1
91	1
615	4
67365	1
68350	1
68519	1
11431	4
4063	568
32716	94
68811	1
23367	104
92	19
1616	12
93	1
2793	67
95	2
66924	2
72442	1
74617	1
75163	1
40898	6
14054	28
99	1
100	26
101	1
67015	1
20011	33
102	1
103	1
105	2
14552	1236
106	4
66929	1
107	4
73232	2
73988	1
218	70
2502	3
12405	267
652	2
347	6
672	13
499	5
66986	1
4763	3
17487	33
110	1
112	1
329	187
114	2
116	4
1106	102
1575	5
69832	2
5114	312
160	10
73089	1
66928	1
66930	4
580	112
1688	7
1998	6
76962	1
78257	1
6893	11
121	3430
413	145
66975	1
123	4
66956	1
635	32
1482	194
2383	252
11648	123
124	15
66932	1
1418	7
67119	1
125	30
126	1
127	2
260	196
66927	1
67415	1
68085	1
11759	2
45035	8
128	1
130	4
67014	1
131	15
67859	1
47712	447
133	18
67309	1
134	6
59983	4
33507	13
135	5
136	18
1686	115
137	1
75787	1
138	4
66931	1
41536	4
139	1
75341	1
140	1
368	12
395	56
609	4
67361	3
2226	6
1209	30
3144	21
1758	85
2760	21
3913	3
2409	74
5133	4
5149	18
10942	71
9790	244
562	17
141	46
439	3
384	9
724	16
6646	224
142	1
421	198
143	1
145	6
68532	1
146	1
148	1
701	129
70571	2
80168	1
78715	3
149	1
343	183
602	121
475	37
5044	16
2728	746
17868	127
63353	16
80897	1
150	1
74591	5
79999	1
152	24
66952	1
46326	41
153	1
182	12
66933	6
191	187
66944	1
220	4
249	10
3039	59
228	8
231	5
327	4
3034	7
1095	5
437	119
67209	5
3416	22
3407	34
154	4
826	17
695	32
447	6
36608	54
69766	2
156	73
969	2
2377	1075
157	1
208	98
67224	1
67450	1
158	2
69033	1
69122	2
1435	296
159	1
23270	26
161	11
162	59
163	1
67035	1
71930	7
73116	1
7993	1007
14798	6
164	24
165	1
358	33
166	3
1243	3
68749	1
2403	44
8168	48
16807	24
27975	48
65199	6
168	17
169	3
76527	3
170	7
171	1
172	1
608	17
14313	89
173	3
174	6
71656	1
66942	5
67262	1
67507	1
175	103
176	29
67374	1
34187	11
12341	140
177	1
15765	19
71907	1
179	2
70461	1
66954	1
180	3
181	38
3239	6
190	13
66935	1
1465	5
183	8
66938	2
70672	1
8477	1020
67267	1
4312	32
76180	1
66936	1
66937	3
67370	1
67711	1
184	4
185	1
68928	1
66939	1
186	5
67148	1
67814	1
2706	23
16074	4
187	1
67664	1
188	9
66940	1
66945	2
67372	1
28041	6
17768	63
23358	52
189	1
69345	2
285	12
66955	3
933	342
70227	1
5420	39
27343	5
387	34
29320	2
44008	8
73074	1
34753	2
74215	1
193	3
2054	8
39811	4
73695	1
195	4
196	1
66941	1
197	1
69743	1
68153	1
69319	1
45072	23
70788	1
198	47
68084	2
68344	1
199	2
1369	2597
200	2
201	1
202	494
203	4
73469	1
75752	1
204	2
205	61
41679	9
206	1
207	1
66943	2
33371	42
67045	1
78098	1
25529	3
209	2
222	5
374	45
496	123
210	1
832	5
2065	11
12643	46
67666	1
41575	14
211	95
212	2
213	5
68840	1
606	68
70635	2
75771	1
1560	67
214	1
7905	8
215	6
66948	1
25597	24
67629	1
68487	1
5959	53
68995	1
68997	1
37386	707
11370	43
66946	2
67404	1
28390	12
74877	1
36571	95
55121	3
217	10
219	13
237	27
68645	1
69187	1
18320	3
2022	103
68274	1
70382	1
17907	3163
221	4
10194	58
12822	55
515	23
246	35
33370	203
68678	1
390	11
245	24
66953	1
29139	55
224	1
67178	2
72729	1
225	6
1968	2
3029	9
229	8
80490	1
232	4
1130	8
230	11
53140	2
68304	1
22752	3
67489	1
69257	1
4881	1034
233	1
6193	5
234	1
235	4
236	1
238	18
67410	1
67487	1
5414	4
239	1
671	21
67569	1
240	2
11937	2
9111	2
9833	33
24209	13
54174	18
12241	117
27684	1342
58062	33
241	1
4524	12
242	1
243	11
36171	56
2531	5
244	4
321	6
275	51
10434	63
247	3
66950	1
72411	1
69016	1
73385	1
73530	1
248	1
442	45
67170	1
2298	14
76898	2
250	1
32605	51
251	60
11750	19
913	53
252	1
66951	1
71305	1
73517	4
29428	3
75897	1
67132	1
67812	1
75853	2
253	1
254	7
255	5
1714	136
11069	84
14804	22
11230	13
13196	25
16918	5
39061	142
68444	1
68958	1
257	1
258	1
41092	4
259	4
70591	1
261	26
79607	1
262	1
263	1
383	27
67101	1
67363	1
68400	1
357	48
2094	3
264	5
265	2
266	2
267	1
1136	96
1078	135
12446	8
5876	7
4109	347
5426	8
9158	10
17883	18
7813	111
73253	1
268	1
67708	1
75778	1
269	2
847	3
67383	1
69455	2
68773	1
270	1
75734	2
10246	5
47491	17
272	1
440	48
2692	5
389	14
273	5
67767	1
68081	1
17171	47
69317	1
9585	134
15002	33
14949	126
274	2
822	4
276	6
4403	7
277	1
278	14
279	86
281	6
282	9
283	2
67851	1
42134	11
284	1
286	6
287	2
288	3
1287	33
5255	7
289	1
2419	348
68030	1
68924	3
66957	1
3208	10
291	3
67002	1
713	55
679	609
68377	1
44952	12
6258	7
23034	2
40429	31
292	1
69229	1
66960	1
67283	1
72575	1
72655	1
71533	1
293	1
294	1
38154	3
6944	71
1486	12
48327	344
295	26
296	4
297	17
5556	21
406	8
298	2
72990	1
3655	3
300	3
69757	1
68822	1
301	1
302	1
69351	1
66958	3
67525	1
304	6
306	1
307	33
1631	1313
67628	1
69125	1
4100	52
308	1
69178	1
309	1
68593	1
310	2
753	5
66959	1
2649	34
2931	51
5495	11
2490	334
67020	1
311	1
313	2
68440	1
34942	735
32185	357
312	13
314	2
20743	13
67348	1
67857	1
3031	120
315	1
66961	1
422	2
3657	2
67061	1
67062	1
67249	1
67844	1
68591	1
68690	1
71743	3
49679	36
316	7
381	108
1256	22
68765	1
4432	9
317	3
318	2
68075	1
23057	5
366	4
3402	88
72900	1
73793	2
17014	59
871	223
322	5
323	2
457	36
1776	56
1816	30
3028	9
67623	1
325	1
328	1
69827	1
77774	1
330	2
1070	6
68767	1
69501	1
331	1
332	1
3035	137
333	1
66963	1
706	91
334	2
335	2
28015	26
336	1
66962	1
25533	9
337	24
338	3
67454	1
71975	1
339	76
2872	165
340	1
341	1
66964	1
9026	25
342	6
22160	6
344	1
345	1
74422	1
346	2
13315	26
66966	1
1149	127
349	91
385	4
350	34
1592	4
4016	58
18046	337
352	1
67613	1
68226	3
26507	138
65028	19
66240	4
66965	1
67336	1
36265	16
4886	14
33644	12
353	2
79404	2
354	1
355	3
356	1
66970	3
6427	82
359	1
66987	7
360	28
34799	22
13850	38
361	2
20494	5
76883	1
77091	1
362	1
10300	106
363	1
1321	25
4579	19
67997	1
80036	1
364	1
9615	1224
365	1
408	245
367	2
2050	265
50520	47
66973	5
67127	1
1011	35
3155	7
66278	20
463	299
370	5
67060	1
452	19
371	1
67391	1
67401	1
76926	1
76984	1
42774	3
77969	1
3933	18
372	1
373	3
376	2
31173	14
30413	59
377	1
69202	1
378	8
379	122
67461	1
67589	1
1967	5932
1344	84
681	42
4979	183
1205	28
68184	3
68497	1
386	2
70052	2
70472	1
74600	1
388	1
391	2
66968	2
791	38
6727	101
6675	235
392	4
71171	1
394	1
68730	1
417	2
27065	8
77942	1
4181	16
68047	1
396	1
67873	1
397	4
536	3
8769	20
398	1
67098	1
3075	51
10299	13
399	19
3984	14
400	2
401	8
402	3
403	4
69467	1
16138	100
66992	2
70139	1
40816	13
68411	1
15740	3
7021	512
13362	65
19921	144
74725	1
57636	5
405	14
70784	1
411	75
1862	150
46293	3
21796	249
71891	1
407	5
4455	8
70633	1
71722	1
409	73
38426	5
412	13
6472	40
67509	1
414	1
415	10
66969	3
75049	1
75460	1
6581	3
67583	1
66971	1
1530	27
67989	3
67176	1
416	1
75560	1
57603	38
1247	9
70403	1
67286	1
418	3
1212	2
419	2
3370	8
423	4
2734	12
424	3
425	2
5861	18
67377	1
71392	1
426	1
74809	1
7441	501
71561	1
78044	1
70657	1
428	17
429	5
430	8
5473	32
431	79
433	13
434	1
3311	5
28502	8
1523	32
435	1
68869	4
71184	1
436	2
70122	1
66972	2
67549	1
28268	56
438	2
70811	1
4665	12
441	2
67794	1
1084	11
67468	1
10805	20
443	4
67116	1
444	1
68784	1
69908	1
1597	128
5544	82
69238	1
3887	14
72322	1
446	33
448	2
67126	1
5671	9
449	6
450	1
2472	15
71316	1
67210	1
451	3
453	21
454	2
760	7
69925	1
73896	1
455	1
456	2
458	1
4939	91
4930	112
459	1
38911	2
460	1
462	3
461	1
1779	19
70060	1
960	9
8537	1410
4106	17
4522	99
2405	78
904	8
467	18
464	1
2067	7
68573	1
465	1
466	5
67964	1
68731	1
69787	1
31363	4
65251	5
74531	1
468	2
35770	5
74580	1
469	1
470	1
73038	1
471	6
67500	1
17278	2
66974	1
27599	134
472	1
51476	4
46892	136
473	3
68536	1
476	3
75420	1
67263	1
68115	1
477	2
478	9
479	1
480	2
66976	1
481	7
482	2
66977	1
483	1
485	1
751	115
67992	1
486	1
67117	2
67260	1
1955	60
67281	1
67343	1
6253	6
487	6
488	5
489	6
490	6
491	68
548	23
67362	1
73262	1
659	113
492	4
68421	1
67451	1
67520	2
23062	10
2604	67
1228	21
11307	17
75338	1
493	24
494	16
66978	1
68971	1
59410	5
495	3
497	4
72093	1
38130	2
75704	2
55689	6
47381	3
498	11
502	8
500	2
70975	1
70986	1
501	1
33901	136
59088	9
67460	1
503	4
66982	1
504	1
505	4
890	4
67820	1
66979	1
66980	3
506	48
507	1
508	10
509	15
510	1
71963	1
511	20
66981	1
512	24
514	1
52016	2
1281	23
69541	1
516	2
517	1
1652	22
66983	1
66984	1
66985	1
24981	2
13568	12
16907	4
71427	6
22685	3
35585	23
43671	109
63886	2
60198	12
518	1
520	10
521	1
67837	1
522	5
69850	2
41015	5
523	2
79918	2
79955	1
524	1
525	2
526	1
527	1
68559	1
70401	1
528	1
529	4
530	1
531	1
67603	1
532	3
67593	1
68740	1
533	1
68206	1
534	1
535	2
68299	1
3026	15
16876	3
21405	142
537	1
538	4
67466	1
67396	1
68656	1
68691	1
539	3
3847	118
2940	3
21290	15
12455	8
75113	1
540	3
2808	13
541	1
542	1
67245	1
543	2
544	2
1546	98
67112	1
1157	139
545	3
546	1
547	2
3384	105
24942	11
2506	56
27801	69
549	1
550	1
551	4
552	10
553	2
554	13
555	1
67088	1
67691	4
75349	1
36903	17
557	9
558	1
67968	1
68892	1
36231	3
559	1
80325	2
560	405
561	5
13844	102
563	2
67902	2
10209	22
66988	2
67134	1
564	2
565	4
68835	1
70732	1
566	6
568	4
650	4
2640	10
567	2
569	1
570	115
571	1
572	1
573	4
574	1
944	18
67171	1
575	1
576	1
577	1
578	3
579	5
68868	1
21939	5
581	1
582	1
69298	1
583	1
584	3
585	1
1194	34
586	3
587	1
66989	1
67573	1
2615	18
69034	1
17130	11
74174	1
12140	467
588	2
589	1
590	3
591	1
592	6
593	1
67367	1
594	1
67442	1
6052	31
68399	1
66990	1
1848	22
595	9
70849	1
11250	7
2989	141
67970	1
4401	15
67971	1
1925	27
3906	57
7986	88
24406	55
12935	4
19112	4
71691	1
73670	1
68048	1
44401	29
770	8
67133	1
68911	1
597	3
2500	6
2824	73
68674	4
69463	1
2349	3
71214	3
18329	2
10403	157
12231	31
22719	4
1169	10
598	1
599	6
67870	1
67918	1
68265	1
601	2
603	3
66360	112
73818	1
1019	3
67409	1
68415	1
604	17
12566	3
605	7
696	22
2077	18
684	4
711	17
14702	223
13764	81
12197	12
3886	130
12229	5
607	3
67144	1
4875	943
26655	202
38379	5
610	9
611	5
641	4
3704	2
612	1
69368	1
613	2
963	4
5552	6
70998	1
13319	5
22189	8
23661	331
72522	1
73408	1
73921	1
74022	1
24490	10
614	2
79882	1
616	5
56610	49
617	5
3116	4
67663	1
4011	317
618	2
619	2
67131	2
70842	3
54400	2
620	19
77711	1
621	21
622	3
77291	4
7477	40
623	2
7380	21
1120	146
72923	7
624	5
625	7
66991	3
626	14
627	1
628	2
67892	1
69272	3
629	3
630	1
631	2
73157	1
70079	1
73707	1
632	5
72578	2
67636	1
2965	121
634	2
68404	1
636	15
637	2
70083	1
68991	1
71508	1
4528	9
11933	2
638	4
78463	1
639	3
68357	1
640	1
68359	1
642	1
643	10
45759	37
72070	4
73552	1
62939	7
71947	1
4055	11
644	3
70487	1
70761	1
645	1
646	5
66993	1
2893	27
8502	295
647	2
38801	12
648	28
69344	1
649	1
73925	1
68103	1
658	114
651	1
67033	1
858	59
4725	38
653	1
654	1
67782	1
655	37
656	1
73336	1
77059	1
76774	1
76781	1
2609	43
657	3
723	64
660	2
661	2
71725	1
74589	1
76224	2
662	2
663	4
664	1
69171	1
665	3
1222	121
666	1
67449	1
19212	27
74400	1
667	6
668	1
669	1
12077	1357
76041	11
962	15
31985	2
673	1
674	148
21641	60
675	8
67719	3
676	73
21475	26
677	2
678	3
19503	19
680	3
66994	1
3158	39
682	4
66995	8
683	9
685	8
686	2
1813	10
67638	1
3536	2
67853	1
67912	1
687	1
67059	1
1452	63
70360	8
688	2
689	2
3417	10
68229	1
690	5
691	2
936	4
67513	1
69905	1
75835	1
692	4
66997	1
3966	10
68670	12
693	4
66996	3
24779	201
70271	3
694	1
9448	4
67896	1
69685	1
67070	1
67590	1
72712	1
697	27
698	1
699	1
71048	1
700	1
2630	29
6754	9
36316	163
11575	8
954	2
771	10
5390	12
702	1
6587	3
74061	1
703	1
704	3
705	1
8995	312
2423	13
66998	1
70852	1
707	3
708	13
709	9
710	3
1179	2
712	1
2821	4
68862	1
16601	7
48231	44
714	3
67048	1
715	4
66999	1
67000	2
716	1
717	4
16461	24
32508	8
4317	40
67290	2
67523	1
18127	22
718	3
719	6
47720	304
6090	13
74135	1
720	22
721	5
67001	1
71289	1
722	1
69022	1
725	1
726	2
727	2
69099	1
21175	51
77524	1
77552	1
728	1
4708	32
2465	36
729	1
730	6
731	2
67026	1
67046	1
1324	104
67229	1
1333	155
732	1
71110	2
733	3
734	1
12274	14
735	2
736	1
10786	104
737	1
738	1
739	1
740	2
67029	1
75108	2
67384	1
741	1
742	5
67017	1
743	14
778	42
5357	17
744	1
745	2
6290	22
746	1
747	2
756	4
67869	3
748	2
749	1
35070	3
750	1
17000	41
40332	8
752	2
754	2
755	1
69159	1
7820	700
54676	36
757	1
67003	1
1015	5
67004	1
758	8
759	38
11127	16
2804	3
966	4
761	2
67780	1
767	3
762	2
763	1
764	2
765	1
766	1
1378	4
78581	1
26946	19
768	2
769	2
67055	2
6720	90
69707	1
772	9
11350	50
72042	2
773	3
67006	1
774	8
775	1
69372	1
10138	13
79722	1
2293	3
68221	1
2199	50
1491	408
776	5
777	2
68956	1
67285	1
1745	2
67199	1
70255	1
10253	23
23744	703
33368	10
5913	155
779	1
780	1
781	11
782	2
68339	1
69508	1
79473	1
783	5
4667	7
785	6
68721	1
786	5
787	4
67028	2
788	9
71230	2
789	1
68713	2
790	3
68907	4
792	1
48839	110
793	3
67105	2
67106	1
67107	1
67108	1
67109	1
67110	1
67111	1
67114	1
1865	60
1088	62
9427	61
16453	10
46909	9
8056	4
26230	10
10703	2
17737	14
51999	139
76434	4
794	1
795	1
796	1
1259	2
67575	1
69527	1
797	1
8778	78
798	3
67007	1
67008	1
799	1
800	1
803	4
804	3
805	8
806	2
807	1
2202	23
39978	28
808	4
809	8
810	3
811	2
78743	1
812	3
69069	1
813	11
814	1
815	1
816	4
67023	1
817	2
818	2
70778	2
12254	4
15274	27
4671	177
42769	189
819	2
69008	1
1060	20
1502	43
820	1
67632	1
10193	2
76132	1
67464	2
68264	1
68504	1
821	65
14741	5
67009	1
12163	158
11007	186
67010	2
848	43
19402	120
1223	8
823	2
824	1
825	11
827	1
919	4
68139	1
70558	1
828	1
68097	1
23609	73
829	4
29997	18
830	1
73905	1
6817	55
12457	4
8162	10
831	2
73217	10
852	34
833	1
67366	1
2322	10
67012	1
67013	1
834	1
68208	1
11128	113
835	2
836	1
837	2
32299	36
20588	28
46937	12
3049	9
838	1
67904	1
839	99
840	1
841	1
842	1
75617	1
3917	35
9233	53
843	3
844	1
845	1
846	2
23481	192
6009	9
849	1
850	11
851	1
853	3
854	1
855	1
67084	1
856	1
857	1
859	6
11039	36
8816	55
860	1
67808	3
861	1
69076	1
862	1
863	1
864	7
67121	1
865	1
67556	1
67557	3
866	7
867	2
868	1
869	6
67056	1
67091	1
67624	1
68858	1
872	2
873	1
874	10
875	2
876	1
877	1
3759	6
878	3
879	1
880	13
67019	6
881	7
882	3
5348	20
883	1
884	1
73545	1
67016	3
885	1
67018	1
886	1
1031	2
67727	1
68146	1
5806	4
30602	18
67205	1
887	10
67618	1
67949	1
67025	1
888	1
889	1
10643	6
69926	1
70305	1
891	2
892	4
26423	5
894	2
895	4
896	1
897	4
68092	1
898	2
67058	1
67315	1
899	1
67356	2
900	8
901	6
67021	1
68408	4
71539	1
914	6
68077	1
11690	3
902	3
8347	86
903	1
58655	19
905	3
906	4
73373	1
907	1
67405	1
908	10
909	2
910	1
12770	2
78412	1
911	3
912	1
1433	21
79775	1
915	1
916	41
67022	1
67075	1
917	1
918	2
920	6
921	2
2718	15
72658	1
74820	1
68144	1
36377	4
922	1
923	1
32913	220
72255	2
67183	1
1747	249
924	2
925	1
926	1
74946	5
55408	2
76636	2
927	2
67024	1
77488	1
929	16
80231	1
930	2
931	2
68697	1
43613	17
932	1
67888	1
70452	1
934	26
12928	19
935	1
68759	1
60058	37
937	1
938	1
2986	20
67027	1
76919	3
75251	1
48168	23
939	1
940	2
71607	1
941	1
1061	3
942	1
943	1
3246	2
945	1
946	1
947	1
948	2
949	1
67031	1
950	2
67037	1
951	1
952	1
16823	17
953	1
18864	76
68692	1
69237	1
955	1
67030	1
31014	76
956	1
957	1
7264	844
80798	1
958	3
3753	23
959	3
67338	1
67714	1
961	2
71557	1
965	1
967	2
67038	1
968	1
970	2
43658	3
68726	1
67484	1
68261	1
67395	1
71395	4
71878	1
971	1
67227	1
972	1
973	1
67032	1
974	1
975	2
976	2
977	2
67162	1
67420	2
978	1
77433	1
79440	1
67163	1
979	1
67067	1
980	4
981	3
982	1
983	1
984	4
36715	2
12903	2
1331	9
985	5
986	1
987	1
988	2
67565	1
67567	1
69092	1
71747	1
989	1
24602	2
2049	7
4548	2
1627	10
44988	5
990	1
3829	43
991	11
67251	1
67344	1
70824	5
992	1
993	2
994	2
9122	5
995	1
67034	1
996	1
997	1
998	28
999	1
1000	1
62927	3
75403	1
67352	1
1001	1
1579	2
1002	1
3199	39
1003	1
70367	1
67113	1
70813	1
1004	12
1005	1
1006	2
1007	15
1008	1
1009	1
67865	2
71248	3
1010	2
1012	1
1013	1
1014	1
1016	8
1039	10
3030	52
74477	1
52763	5
80237	1
67331	1
1017	1
1018	12
67566	1
1020	1
1021	6
20517	97
7695	121
1022	1
72498	1
1023	2
1024	1
21941	155
1025	1
67042	1
67065	1
67834	1
67881	1
1026	1
1027	1
67924	1
74390	1
12724	6
71077	2
72610	2
36985	350
77035	10
1028	12
68526	1
1029	2
1030	25
68485	1
26704	4
62057	6
1032	1
1033	1
1034	1
1035	1
1036	1
67040	1
67043	1
67047	1
67051	1
1037	1
1038	3
72417	1
1040	1
1041	3
1042	1
67335	1
2052	45
1043	1
1044	1
67039	1
72650	1
1045	1
67041	1
1046	1
67050	1
67292	1
1047	1
67066	1
1948	73
1048	1
1049	16
1050	1
1051	26
67089	1
6730	17
77875	1
1052	22
1053	5
1054	1
1055	1
69071	1
9701	21
43453	101
1056	1
1057	3
67077	2
1058	1
67044	1
68900	1
1059	1
75208	1
1062	3
1063	1
1064	1
1065	1
1066	1
51904	41
68675	1
71688	1
1067	1
67622	1
67669	1
67672	1
67951	1
68076	1
7901	11
67049	1
67137	1
68227	1
1068	19
1069	1
1071	1
67349	1
68032	1
68045	2
1072	1
1073	1
1483	55
68501	1
1074	7
74532	2
79546	1
1075	1
1076	1
1262	3
1077	1
4478	35
31712	4
67053	1
67052	1
48802	6
1080	18
1081	1
68937	2
71639	1
1082	1
67054	1
1083	7
1085	1
31507	9
3480	62
1086	1
1087	2
67145	1
67864	1
72557	1
1089	1
1090	3
1091	1
67057	1
1092	1
67254	1
67276	1
67280	1
1093	6
17404	2
71493	2
68560	1
73628	1
1094	1
1125	8
3756	34
6271	186
1096	1
67999	1
1097	1
1099	10
70663	1
30332	1378
1100	1
80248	1
1101	11
1102	1
67239	1
68962	1
69765	1
1103	6
1170	27
71445	2
9858	8
1104	6
70218	1
2408	9
1105	3
67081	1
3668	2
71078	1
3473	2
1485	32
1107	7
1108	1
67555	1
43845	6
1109	1
67238	1
18632	78
54016	9
56252	21
1110	16
75721	1
1111	1
1112	3
1113	8
69165	1
69544	1
1114	3
1115	2
1116	1
67950	1
1117	1
67684	1
1118	1
1119	1
1121	1
2971	5
1122	1
1123	1
67063	1
70037	1
1124	7
67118	1
5850	18
1126	1
67064	1
78172	1
1127	10
1128	1
1129	27
33558	2
1131	1
67198	1
67261	1
67313	1
67076	1
1132	3
68240	1
68291	1
1133	1
1134	1
67069	1
31487	4
1135	8
1137	1
1138	3
1139	1
1140	1
1141	2
9640	6
1142	1
1143	1
1220	89
72139	1
1144	1
1759	31
1145	7
1146	2
34529	9
1147	4
67071	1
67072	1
5803	65
1148	1
2152	40
11911	19
1150	4
1151	1
1152	1
1153	36
1154	1
67073	1
68652	1
1155	1
1156	3
1158	1
75552	1
1159	1
3650	123
5952	16
1160	1
1176	11
1161	3
74583	1
1162	1
1163	3
70957	1
1164	1
1165	4
3323	11
1166	1
1167	1
76399	1
1168	1
67074	1
1171	1
67332	1
1173	2
1394	80
1174	5
6277	4
74651	1
1175	1
1177	5
1818	5
9579	344
1178	3
1195	31
69590	1
67835	1
1180	21
67078	1
1181	4
67439	1
1182	1
1183	1
1184	1
75976	1
79117	1
1185	1
67079	1
1186	1
1188	1
26937	6
1189	1
1190	1
1191	5
1192	12
69570	1
71871	1
75363	1
1193	1
1196	2
74536	5
1197	1
1198	1
1199	1
1200	3
1325	14
11791	238
1201	1
1264	12
1202	2
5503	2
1203	3
1204	1
1206	1
31559	222
1207	2
1208	1
36319	8
1210	1
1211	4
1213	1
1214	1
70302	1
1215	1
67135	1
1216	1
1221	5
4293	74
17438	19
67080	1
7562	2
1217	3
70103	2
1218	1
1219	2
1771	67
1224	1
1225	1
1226	1
1227	1
50371	142
1229	1
72810	1
73361	1
1230	5
1231	2
1421	33
1232	5
1233	5
1234	5
1235	1
1236	1
67082	2
75810	1
33292	47
19145	8
73812	1
1237	1
1238	2
71464	1
1239	5
68439	1
73784	1
1240	2
67752	1
68294	1
1241	1
68105	1
69495	1
31442	40
72922	1
1242	1
1244	2
1709	2
67981	1
1245	2
1246	2
1248	2
1249	1
1250	10
2021	51
30800	2
67085	1
68491	1
1251	1
67086	1
67189	1
67318	1
1252	1
1253	1
1254	1
1255	1
1257	7
1258	7
4497	1151
77716	1
12232	8
1260	2
67087	2
1261	5
53216	2
30175	278
20423	9
1263	2
67919	1
68605	1
72944	1
1265	13
2395	14
1266	1
1359	3
1267	1
3482	8
76150	1
52041	2
1268	1
67426	1
67946	1
67647	2
3585	67
1269	2
68959	1
1270	313
1271	5
1272	17
12958	6
28592	1106
68284	2
12097	956
1273	1
1274	3
1275	2
76358	2
67097	2
78728	1
1276	1
1277	1
67090	1
71301	1
74512	1
8685	2
72679	5
1278	1
18584	21
1279	5
67481	3
13339	56
70904	1
70599	1
54683	19
1282	5
67379	5
1283	12
67093	2
1606	16
74919	1
1284	1
71644	2
68182	1
67092	1
1285	1
1286	3
7774	3
1288	10
1289	1
67096	2
1290	10
1291	2
1292	17
71520	1
1293	2
1294	8
39937	3
19969	471
1295	1
67095	1
73509	1
1296	1
67094	1
1297	1
70442	3
1298	1
1299	1
1300	1
4390	19
13524	68
1301	1
67700	1
22529	4
1302	4
1303	1
1304	5
1305	3
1306	11
23790	376
1307	2
1346	2
1308	7
70938	1
72709	1
72705	1
1309	1
69871	1
1310	1
67459	1
1311	13
67100	1
1312	31
67099	1
11709	12
1313	3
4212	10
14158	33
68269	1
1315	2
1316	1
7498	12
1317	3
68062	1
1318	3
1319	5
1320	1
9655	34
1322	1
1323	3
68577	1
76076	10
1326	8
76228	1
1327	1
67103	1
79773	1
67102	1
75528	1
50270	5
1328	1
68330	1
68916	1
69716	1
69776	1
1329	1
1330	1
14728	54
9587	37
1332	5
1334	19
1335	1
67492	1
1336	1
69279	1
10759	19
72621	1
1337	6
1338	1
67139	1
17221	9
1339	1
1340	7
1341	4
1342	68
1343	3
67104	4
1440	4
1345	1
1347	1
45847	8
1348	2
69234	1
16805	37
75474	1
1349	3
1350	87
1476	10
1351	4
1353	1
67220	1
67547	1
16749	3
67291	1
1354	21
1355	1
1356	6
