hedge	ve
77	1.733723848236318e-05
78	5.014315528106447e-05
79	0.0009226044994294633
80	1.584428498161276e-05
81	7.029435017099231e-06
82	6.996263968811079e-06
83	6.996263968811079e-06
84	0.00013638956938323479
85	3.741535358276106e-05
86	3.926498937217487e-06
87	3.123333554844881e-06
88	2.2255667487441306e-05
89	3.926498937217487e-06
90	3.526934963674342e-06
91	6.410294857799993e-05
92	1.7355957381975844e-05
93	6.577104544309197e-05
94	1.8693398400516537e-06
95	6.668079005744566e-05
96	5.573959354495801e-05
97	0.00015994490412363284
98	2.5209671449033996e-05
99	4.121407831698713e-05
100	5.774588003132563e-05
101	5.1874401399001445e-05
102	0.0006695329265140233
103	0.0007426565815515253
104	2.1314040335447605e-06
105	3.2471038751374764e-05
106	6.391546565734326e-06
107	3.958958585342642e-06
108	0.0008379891704012681
109	3.640422556040863e-05
110	1.2611708056429865e-05
111	7.668773989996241e-09
112	3.623728968747594e-05
113	2.6998463182485616e-05
114	4.88135239912378e-07
115	0.0002179515219137896
116	1.9750596688167246e-06
117	9.383039142237e-06
118	2.6839751356575175e-05
119	3.43551760185345e-05
120	0.00023627406420690533
121	9.015259971258584e-07
122	5.774588003132563e-05
123	1.5810341304613057e-05
124	3.425229455246021e-06
125	2.6921636093173974e-07
126	1.5687903701682914e-05
127	3.926498937217487e-06
128	3.926498937217487e-06
129	2.3100835415313163e-05
130	6.629764891468606e-05
131	0.00021786664171562472
132	0.00016290676132498012
133	0.0009184494179549928
134	0.002779924051857395
135	0.0003253412095622524
136	5.359608627420132e-07
137	3.8586740501280235e-05
138	0.00015854104270282665
139	1.2611708056429865e-05
140	5.695954144274153e-05
141	5.933431767399857e-05
142	1.9750596688167246e-06
143	0.0004827819417660934
144	2.3646394867882228e-05
145	3.254432108969048e-05
146	0.00010196526542261451
147	0.00019600057096967808
148	8.752298674975211e-06
149	0.00034253428085379527
150	8.65423868034257e-06
151	2.951885803855645e-05
152	0.00039436364065280176
153	5.774588003132563e-05
154	5.332406469394581e-05
155	0.0010754279213770295
156	4.000399708525482e-05
157	0.00020748059085507592
158	1.2108157599119585e-06
159	8.965117593551954e-06
160	1.085180124821933e-05
161	9.390293454828335e-06
162	0.0004839776216621214
163	0.00022166714254489404
164	1.4985665250525438e-05
165	1.6110831935735925e-05
166	1.5178031668418936e-05
167	1.8780492238542597e-05
168	1.546903081933807e-05
169	2.4457173918988767e-06
170	6.041883036932765e-06
171	3.2471038751374764e-05
172	2.035094407382527e-07
173	6.996263968811079e-06
174	4.039823234254084e-06
175	4.765721647643898e-05
176	0.0007522971405968934
177	6.751478427310372e-07
178	0.0002644692735576568
179	3.271501660576044e-05
180	8.357708762254684e-05
181	7.237781004235232e-05
182	1.606406508907366e-06
183	1.6736729795718835e-05
184	3.3127003220467822e-06
185	9.497260653723615e-06
186	3.201039398926641e-05
187	1.5051687002702253e-05
188	5.332363303802592e-05
189	4.845409770380577e-05
190	0.0007407642845108807
191	8.366710942632768e-06
192	3.089515081483315e-05
193	9.26576922494377e-06
194	1.0349958383236475e-06
195	5.578190069694897e-05
196	1.944392337154007e-05
197	1.9923461257676662e-05
198	5.080230454127877e-06
199	8.965117593551954e-06
200	4.171211183247376e-05
201	8.965117593551954e-06
202	3.7732135622442098e-06
203	2.989177234870124e-05
204	5.097296324978522e-06
205	2.990744957835549e-05
206	0.00016319993338734064
207	1.2611708056429865e-05
208	1.1390214573180602e-05
209	3.926498937217487e-06
210	0.0009927074605408236
211	3.3075868775144325e-05
212	0.0005807396243780719
213	8.965117593551954e-06
214	8.965117593551954e-06
215	0.000750189194249539
216	5.049817909577022e-05
217	1.4995767024707417e-05
218	0.0003304572511923029
219	2.0606572693679963e-05
220	6.589994039186111e-06
221	0.0001812881116628629
222	7.822627972898386e-07
223	1.6160140011049044e-05
224	9.49303476523381e-06
225	1.065317422709565e-05
226	8.044727799680395e-06
227	4.291009424299565e-05
228	6.939764530599936e-06
229	0.00015907099260455279
230	4.9412260501665934e-05
231	0.00021785531378069653
232	2.0248062535797036e-05
233	5.25361451624248e-05
234	0.00041744207138443115
235	1.978037901320602e-06
236	4.3946699974845755e-05
237	5.327437418343284e-05
238	4.1785092725133975e-05
239	0.00015879453705593921
240	3.904808297184985e-05
241	3.5714060891655444e-05
242	0.0007418940100336754
243	5.917258999979652e-05
244	0.0001638489135139139
245	2.2460890408211767e-05
246	0.000772610051133615
247	1.574528948730077e-05
248	8.504541941897686e-06
249	3.926841967788445e-06
250	6.792725361073363e-05
251	5.1221861906463725e-06
252	3.7493381043372373e-05
253	2.7233594974052537e-05
254	5.091211269836601e-06
255	4.446945131919136e-06
256	1.939763970048558e-05
257	4.56479943380015e-06
258	4.441890223941453e-07
259	2.0681768280310613e-06
260	5.477715638316717e-06
261	1.567105663417581e-05
262	1.024093103274483e-05
263	5.723148888549082e-06
264	5.152947669427859e-06
265	0.00016188721506381373
266	9.418576642565575e-06
267	1.0491142641492257e-06
268	1.4464239926140068e-05
269	6.475734553905683e-05
270	3.926498937217487e-06
271	6.0109733195608634e-05
272	1.623014659466612e-05
273	0.0008346445507012825
274	7.048707008074389e-05
275	3.340211991102438e-05
276	1.446082001576144e-07
277	4.9520502724115944e-05
278	9.734171436145469e-06
279	6.516947025925599e-05
280	6.475734553905683e-05
281	5.080230454127877e-06
282	8.014818646100785e-05
283	6.475734553905683e-05
284	6.475734553905683e-05
285	6.536612069082369e-05
286	0.0007417113736482831
287	1.3178905067308349e-05
288	4.414799812297193e-05
289	5.634304632447135e-05
290	1.181962855873063e-05
291	8.757563175641961e-06
292	6.277889225460278e-06
293	1.3183661872268546e-05
294	0.00015722803440436904
295	3.7942074877574852e-06
296	1.5687903701682914e-05
297	6.475734553905683e-05
298	5.551987845234035e-05
299	0.0002667236581872986
300	3.244007563189046e-06
301	9.196748894715781e-05
302	0.00022246480402503846
303	0.0007448649404994279
304	1.801065228898238e-06
305	0.0001591991267149311
306	2.447128762550476e-05
307	0.0007523838843654835
308	8.752298674975211e-06
309	0.0007433342570547642
310	6.475734553905683e-05
311	9.18511862388732e-05
312	6.475734553905683e-05
313	3.595673445079714e-06
314	1.5586316929589308e-06
315	1.8684586443760984e-06
316	3.4543878870148835e-05
317	3.0241931618852772e-05
318	2.743972860794457e-05
319	8.52923590374267e-06
320	8.853812441395357e-05
321	0.0001611950263727104
322	6.536612069082369e-05
323	0.000831088786091229
324	2.451349714210895e-05
325	6.902156594183775e-06
326	6.862401626779883e-06
327	6.7928876084783015e-06
328	1.9813914700117365e-05
329	0.00021036301556350437
330	2.0265721829525243e-05
331	2.5650108085143988e-05
332	7.099003423374802e-05
333	2.555347530609541e-05
334	8.308479406889824e-06
335	3.492451237556318e-05
336	0.0007612617562678636
337	3.4974527447699145e-05
338	1.8780492238542597e-05
339	0.0007485390788811937
340	7.36295483187202e-05
341	0.0007743218597301953
342	2.31248635927558e-05
343	3.174005390985236e-06
344	4.6335186027119716e-05
345	9.308387825202154e-07
346	1.3285162445694238e-05
347	0.0014005870683575109
348	3.498967802956791e-05
349	1.202188826001255e-08
350	7.560082119393891e-05
351	0.0009205879845709255
352	6.211056510189583e-06
353	0.0025099401314272398
354	0.0005390289710910082
355	0.0007850557841704272
356	9.761043830904489e-06
357	1.678940656126066e-06
358	0.0003052466634682629
359	7.585453557215521e-05
360	9.272127022396054e-05
361	5.6909016836442525e-05
362	4.6519423351067716e-05
363	7.210023830280669e-05
364	7.483715409062677e-06
365	5.629865516766822e-05
366	0.0007393143410237712
367	4.9205992392701186e-05
368	7.322333052784153e-05
369	0.000739239412462415
370	6.484294846543264e-05
371	6.356265981279687e-05
372	0.0009201682261647917
373	5.5076711464290054e-08
374	5.928005446401845e-05
375	6.475734553905683e-05
376	6.475734553905683e-05
377	5.722918998695925e-05
378	2.4863257866667885e-05
379	0.0004416996253665989
380	1.835787064409627e-06
381	0.0007486555310012288
382	2.4863257866667885e-05
383	4.223713022008599e-05
384	0.00023691752654284026
385	0.00010206856048721015
386	8.753327107419106e-06
387	2.4863257866667885e-05
388	0.0007513798736720504
389	2.4863257866667888e-05
390	2.517161578091093e-05
391	4.780967556476385e-05
392	2.1842986455990418e-05
393	7.721403086681388e-05
394	0.0007513798736720504
395	7.91381067988812e-05
396	7.139503665754747e-07
397	0.0024909111710099668
398	0.0002669995229394756
399	0.0007538347864740296
400	1.689501048790911e-05
401	7.213314875272056e-05
402	0.0007392575183679503
403	4.9519311559212015e-05
404	5.502120883214245e-05
405	0.028273997143046833
406	4.692329787628848e-05
407	4.692329787628848e-05
408	2.6445376634117792e-05
409	8.965117593551954e-06
410	0.0007426021580297167
411	9.704075235775042e-05
412	0.0007400791053865412
413	5.5774936251985504e-05
414	2.491303463266363e-05
415	5.929685390167003e-07
416	3.1581237178681725e-05
417	2.3044262974298416e-05
418	4.723832142081769e-06
419	1.567105663417581e-05
420	5.598626139807119e-05
421	3.649611320397971e-52
422	8.470364621644649e-06
423	3.3544105513380194e-06
424	6.78873688221936e-07
425	2.4863257866667888e-05
426	3.27660744409261e-05
427	0.0001591678610047001
428	4.6896222066567296e-05
429	8.814539723543363e-06
430	9.882011661967536e-05
431	3.7105950537252504e-05
432	3.7105950537252504e-05
433	0.002494058891560448
434	2.7233594974052537e-05
435	8.16929503553871e-05
436	0.00011004357682042385
437	9.536491419903347e-05
438	2.9287563346139244e-05
439	2.553376037215034e-05
440	1.5219455708338124e-07
441	0.0001673981190105996
442	0.00011211975377181314
443	2.7016451317259098e-05
444	2.4909055687273147e-05
445	0.0008016496662571185
446	8.752298674975211e-06
447	6.356265981279687e-05
448	0.0008072125131782454
449	5.577642794487976e-05
450	5.986422547656846e-07
451	6.881592263732465e-05
452	1.3365185239360389e-05
453	2.1118797545464354e-06
454	0.00017141490200047778
455	0.0007644764581456279
456	0.0007679708741035685
457	2.5682707632562904e-05
458	5.578082142646841e-05
459	9.4778771430859e-05
460	5.1173904485506084e-05
461	0.0007740549454448209
462	6.78873688221936e-07
463	4.253964522411847e-05
464	2.6635752925704756e-05
465	3.5708952058793514e-05
466	6.046960781295002e-05
467	2.4863257866667888e-05
468	0.0007808511433454878
469	0.00017141490200047778
470	3.4259643377931326e-05
471	0.0009128181135554393
472	2.6223522610340175e-05
473	0.0007513798736720504
474	5.659865346222654e-06
475	3.478568595265579e-05
476	0.0007484938762159103
477	5.574886925557289e-05
478	0.00045191412035973773
479	6.881592263732465e-05
480	1.3953230028891534e-05
481	0.00021520689959327432
482	3.211160825684202e-05
483	2.607042773760917e-05
484	2.5261910356280133e-05
485	0.0007756930029112532
486	0.0001584011166613066
487	1.835787064409627e-06
488	0.00017394002518613796
489	2.3917237788267756e-05
490	0.0025099401314272398
491	3.904808297184985e-05
492	7.099778161439403e-07
493	0.00016206331578454215
494	6.475734553905683e-05
495	3.312982935065848e-06
496	5.662808308055079e-05
497	1.0130103454005777e-05
498	0.00016775095930360868
499	2.0681768280310613e-06
500	6.622095220196457e-05
501	8.16929503553871e-05
502	6.356265981279687e-05
503	0.00012334924414903565
504	5.199357285988813e-05
505	0.0013990992469660394
506	1.6259897676314868e-05
507	1.1897457741666284e-06
508	5.445833950565406e-05
509	2.5261910356280133e-05
510	2.4745070898062616e-05
511	0.00010886630846605366
512	1.3285162445694238e-05
513	5.6017345300393844e-05
514	4.027985564970395e-05
515	3.2471038751374764e-05
516	4.081852998687409e-05
517	4.621065978762167e-10
518	4.351748727526374e-06
519	0.00022246480402503846
520	1.5687903701682914e-05
521	0.0007919185664000568
522	0.00020074822007759387
523	0.00015839450204341957
524	2.0088393402870003e-06
525	6.957096969999747e-07
526	2.553376037215034e-05
527	3.904808297184985e-05
528	6.475734553905683e-05
529	3.0691074617037383e-05
530	0.00022246480402503846
531	0.00035447886463789
532	7.151896714659884e-05
533	0.0007406459542435295
534	1.623014659466612e-05
535	0.00031766932529871193
536	2.840237716358757e-06
537	5.61104593386222e-05
538	3.556295879231333e-06
539	4.765202391027015e-06
540	1.3285162445694238e-05
541	4.958359933192383e-05
542	0.0007468190605508934
543	1.5859936352658932e-06
544	6.61730080039077e-08
545	3.3162856778911468e-06
546	1.9079991362920375e-06
547	0.0007513798736720504
548	0.0007513798736720504
549	2.4863257866667888e-05
550	6.332150208488375e-06
551	0.0001220670327247649
552	2.4863257866667888e-05
553	2.2573762400848788e-05
554	8.796938447494994e-05
555	2.517161578091093e-05
556	0.0007505970394611647
557	2.4863257866667888e-05
558	6.509255723583852e-07
559	2.6407757677998524e-05
560	0.0007392766893627005
561	0.0025099401314272398
562	0.00010530340800737085
563	2.5667669277498158e-05
564	2.8643341152602035e-05
565	3.9672007039630456e-06
566	2.4863257866667885e-05
567	0.00011864400120922415
568	0.0007393767889461449
569	5.95790320900274e-06
570	0.00029491741595085325
571	2.8637325367801963e-05
572	5.038945346968216e-06
573	5.574886925557289e-05
574	7.287374325278651e-05
575	0.00016119054918803483
576	5.074259300830326e-05
577	2.4500720627025418e-05
578	3.3103067605018758e-06
579	0.0007620701519151218
580	0.0001835008631104744
581	2.4414086168914526e-06
582	4.0482001166225987e-05
583	1.1621003474421655e-06
584	2.7392475539635753e-05
585	5.0358138287051563e-05
586	0.0007392432124033715
587	2.7615425687339662e-05
588	2.9456646958528813e-05
589	0.0007663783505397017
590	2.8854545807634046e-05
591	2.7457663492958645e-05
592	2.8084441979752877e-05
593	1.3244911408159573e-07
594	0.0007513798736720504
595	2.4884726452010317e-05
596	1.8808399290873195e-06
597	4.855808808719566e-05
598	3.25208822947634e-05
599	6.889806002361136e-05
600	9.050788647511115e-05
601	5.574886925557289e-05
602	8.28710578379124e-05
603	1.4952297507293927e-05
604	1.3335148844058618e-06
605	2.0568842863998872e-05
606	0.0007828065591913849
607	0.0007764835329279431
608	2.54715781124159e-05
609	0.0007539708997502309
610	5.6305403163816856e-05
611	3.3227406614724074e-05
612	1.9403012397153755e-06
613	5.207113369214695e-05
614	3.3798015204779246e-05
615	0.00026825299616730844
616	3.855632551675087e-06
617	0.0007395992934199976
618	4.285638123356117e-05
619	0.00249435865086045
620	0.002514496689566828
621	5.365518058433496e-05
622	6.11310553694387e-05
623	5.574886925557289e-05
624	2.9807671006585136e-05
625	3.566699127086536e-05
626	1.5244183181181608e-06
627	1.8419447089899478e-06
628	5.080230454127877e-06
629	3.649611320397971e-52
630	0.0007484938762159103
631	1.8419447089899478e-06
632	1.2443057146200724e-06
633	2.2637169124782352e-05
634	0.0005210146442766809
635	0.0024910830035091078
636	6.78873688221936e-07
637	0.0005349126440069985
638	3.2116814069621455e-05
639	0.00013834535397810825
640	6.382438402095404e-05
641	0.0007538347864740296
642	5.6535517336776235e-05
643	0.00015199812836740154
644	3.708395944304428e-05
645	0.0007556364996660871
646	8.930096031356602e-05
647	1.3285162445694238e-05
648	5.551987845234035e-05
649	3.81697917831557e-08
650	4.9489333644823575e-05
651	5.343108952823209e-06
652	0.0008311631007483794
653	5.648995819355177e-05
654	5.574886925557289e-05
655	1.3239487174601116e-05
656	1.2362660133039586e-06
657	5.273117862248791e-05
658	2.7948247755239153e-05
659	1.3239487174601116e-05
660	0.00027206478880426667
661	3.1256478005925186e-05
662	3.7644153422348516e-05
663	4.727076909832623e-05
664	6.746979113685887e-06
665	5.533405942679925e-05
666	1.367796898066437e-06
667	8.607334832847961e-07
668	2.784412542530368e-05
669	0.00010436868847386281
670	0.0007518026088691507
671	0.0007795426670113845
672	0.027598308824631473
673	3.1507051288699546e-05
674	8.182800501739945e-05
675	0.00013024892419627573
676	0.0007612755594033507
677	6.356265981279687e-05
678	0.0007684448165787329
679	4.555355292887838e-05
680	2.564195646907178e-12
681	1.5687903701682914e-05
682	0.0008292621569893544
683	7.93210135522267e-05
684	0.00012131511290482213
685	0.00011894782202439216
686	0.02762867687484421
687	2.553376037215034e-05
688	6.9962681949720794e-06
689	7.544382886832997e-05
690	0.00011951682906656833
691	6.996263968811079e-06
692	7.139548276321809e-07
693	0.00074262831733927
694	1.1857169804387717e-05
695	3.7493381043372373e-05
696	3.233653078437936e-05
697	2.3265095393225818e-05
698	0.0001649608910828924
699	7.915201080746937e-05
700	2.553376037215034e-05
701	4.9483995439078145e-05
702	7.356450968032406e-06
703	1.764523244859885e-05
704	1.60204777735921e-05
705	5.760199118233613e-07
706	2.3845382300273943e-05
707	0.0008292621569893544
708	0.0007426021580297167
709	2.4500720627025418e-05
710	9.677513894229057e-05
711	0.0007396234751885336
712	4.671100947726715e-05
713	4.8173393079669327e-05
714	5.631925743929483e-05
715	0.0008149787917839816
716	0.0003803237062504814
717	0.0007392821483310292
718	0.0007629287519804048
719	0.0007972274295680547
720	0.0007393268434619623
721	6.786120918773168e-06
722	0.0011052643531571772
723	2.583151980305811e-06
724	1.933319051603559e-06
725	1.4952297507293927e-05
726	6.04802700310411e-05
727	6.488081651102298e-05
728	2.7035270002675502e-05
729	0.0007412957977688654
730	9.587492614365107e-05
731	2.443878038586263e-05
732	3.649611320397971e-52
733	3.7105950537252504e-05
734	0.00018314494296484455
735	0.0007426021580297167
736	6.726029172940454e-06
737	0.000381143539624501
738	0.0008552133470761329
739	4.717495452895227e-05
740	5.7155816340182136e-05
741	3.297430599087397e-05
742	0.0007392455466266175
743	2.50596485959945e-05
744	7.135054979841973e-07
745	9.587492614365107e-05
746	9.762222887916039e-06
747	1.062883746215122e-05
748	1.8847396357265862e-06
749	0.0007394141043201162
750	0.0008738084512612043
751	0.0008071410098234332
752	0.0001285954471313323
753	5.8891007669456256e-06
754	0.00010146685999536953
755	0.001024480510427104
756	2.4863257866667885e-05
757	0.00011628474032085132
758	0.027599165878918606
759	0.00026652636691140014
760	1.232874693002757e-05
761	9.702829654384865e-05
762	0.0008971637543503735
763	9.670627867780347e-05
764	0.0002540730541852606
765	0.0007481161827648461
766	0.0007629892777555368
767	0.0007394141043201162
768	0.00012044106836953461
769	1.3531728987878065e-06
770	6.7961852466668575e-06
771	0.0007394141043201162
772	0.00026749287552996453
773	9.588016996824023e-05
774	2.726309328245403e-06
775	2.7463390322630663e-05
776	1.6913785521192778e-06
777	4.083242092581938e-05
778	8.217928316674892e-05
779	7.443749212783922e-05
780	0.00020067186357597386
781	0.00015994490412363284
782	0.00027224745364635414
783	7.148180110865786e-05
784	0.0006562623385470278
785	3.5776105963260455e-05
786	1.3582922393087392e-06
787	0.0007621726654414754
788	8.366990286439679e-06
789	0.00073926750456775
790	1.3898168036009731e-05
791	4.79128690199023e-05
792	9.587492614365107e-05
793	0.00015290240756496602
794	1.0281081232255606e-08
795	2.6411731606741513e-05
796	2.7815538607562658e-05
797	9.75946286477244e-05
798	2.8648543957548628e-06
799	4.519751584858121e-05
800	0.0001544925744700309
801	0.00019979145293100956
802	2.8648543957548628e-06
803	6.549816968689996e-05
804	3.649611320397971e-52
805	7.585366475590669e-05
806	2.5540384568025444e-05
807	0.0007392394124624151
808	0.00016571416050910955
809	0.0007392627276669023
810	4.911494067550284e-05
811	1.259217762684143e-08
812	2.65899912605048e-05
813	4.872689519772831e-07
814	0.000202959745894228
815	2.4873931371282416e-05
816	7.374058197701382e-07
817	0.002496689286627783
818	0.0007393389166055257
819	0.0007695716653042858
820	0.00014466357023002748
821	4.7844072814674656e-06
822	4.352812523145015e-05
823	3.4076547564285053e-06
824	9.69824295237289e-05
825	3.2190871171939e-05
826	3.621282181843021e-06
827	5.705069402551409e-06
828	9.660435421174789e-05
829	9.000733763100517e-09
830	3.0693924450835566e-06
831	1.7913803691500866e-06
832	0.00010468122286868276
833	2.865742892114417e-06
834	1.6645745842174392e-05
835	0.00014396902320997862
836	0.00073926750456775
837	0.0008071410098234332
838	3.7907919731924025e-05
839	3.5915293051490767e-06
840	3.555936697228291e-05
841	1.917553400633471e-05
842	2.412955911724611e-06
843	9.587492614365107e-05
844	9.70875768110777e-05
845	2.7826338084244978e-05
846	2.8270435130174055e-05
847	4.446945131919136e-06
848	0.0007534362589785008
849	3.0433882724125073e-06
850	0.0002767411162597531
851	1.9038624787576715e-06
852	2.3106877869508243e-05
853	3.211160825684202e-05
854	2.2000716778022583e-05
855	7.214978782764143e-06
856	1.4952297507293927e-05
857	9.856409409424054e-05
858	1.6560686420387887e-05
859	3.335100550817083e-06
860	3.7062038916087644e-07
861	9.59815506896615e-05
862	0.0007392394124624151
863	0.0002046677773110539
864	9.237318213374655e-05
865	4.978986568679309e-10
866	9.770341510652909e-05
867	2.378244059329463e-06
868	3.0042572082346483e-05
869	0.0007392412471395486
870	3.2556434766737705e-05
871	3.920192435303254e-05
872	2.5071833396095764e-05
873	3.459093804990656e-05
874	0.00010222491863768667
875	6.3201810682946595e-06
876	1.1204151515399046e-05
877	1.3239495183145929e-05
878	6.068402502590113e-06
879	5.379797384174394e-06
880	0.00010705982865037071
881	3.388654680038148e-05
882	8.116671815772441e-05
883	2.7607119476469982e-05
884	9.845340244776995e-05
885	7.543622577330732e-07
886	9.679412329558293e-05
887	2.4863257866667888e-05
888	0.00014424126948035787
889	0.0001108268015606167
890	9.049662145692696e-06
891	1.1054293238051228e-05
892	7.609437366888158e-05
893	3.661369414268723e-05
894	3.474002891929901e-05
895	5.7969643692446926e-05
896	0.00020376769032862943
897	0.0007399315222215201
898	0.00012610980274820364
899	0.0007399882808458639
900	0.027924172551295458
901	0.00013560020416403227
902	0.000739239412462415
903	0.0002991338486253115
904	3.649611320397971e-52
905	0.0008815193561456515
906	0.00013412523578555638
907	7.236072929492116e-06
908	0.00022785095660252683
909	2.410180606605083e-06
910	0.00012044106836953461
911	0.00023759151138636427
912	0.0007481161827648461
913	7.1242939402181594e-06
914	4.519751584858121e-05
915	5.3817745883396676e-05
916	0.00016156027430470283
917	2.6197737941940956e-05
918	1.715269453589249e-05
919	6.49271446373615e-05
920	2.410180606605083e-06
921	0.002660861079764667
922	0.0001683156453379358
923	3.649611320397971e-52
924	5.2471060959742265e-05
925	0.0007513798736720504
926	3.649611320397971e-52
927	3.2471038751374764e-05
928	0.0024925627176985085
929	0.000489145047244078
930	6.448678645229691e-07
931	3.9163043366620934e-05
932	4.576791713028947e-06
933	1.1204151515399046e-05
934	9.239675134575958e-05
935	0.0007620648075722009
936	1.9172006030203316e-05
937	0.0007393457155159594
938	0.0007401823600727437
939	1.5633273334516466e-05
940	1.2557528852102842e-05
941	5.750209610935019e-06
942	5.0209757484731196e-05
943	1.3239487174601116e-05
944	2.1838376120928128e-05
945	7.020728571858835e-06
946	1.0640507819304485e-05
947	5.811526540462685e-05
948	0.000928058371892826
949	4.614304848617666e-06
950	9.555084865209159e-06
951	3.405523432151973e-05
952	3.1749757170909396e-06
953	0.00022741805188631874
954	3.126031815782855e-05
955	7.042291665629759e-05
956	2.2789672277518e-05
957	2.2789672277518e-05
958	9.425085330372041e-05
959	3.9077713035516047e-05
960	0.00013037620521090401
961	1.9036249469014215e-05
962	1.506190274859468e-05
963	1.6826825339405056e-05
964	6.722218097509532e-06
965	2.7604940513415875e-05
966	1.3560020762995499e-05
967	0.0007851792720032314
968	8.58411098313505e-05
969	0.002492247159340345
970	3.539451354829323e-05
971	0.0006275811201855661
972	4.551436017166187e-06
973	0.00012018943222102031
974	7.164266787193285e-05
975	0.00046757624222976287
976	0.00012620407856737327
977	1.3560020762995499e-05
978	0.0007618810156288847
979	0.0002992231988621903
980	0.0007437469225496505
981	2.7058204739592224e-05
982	6.0524384634161806e-05
983	0.027758885137899147
984	8.624830284710809e-06
985	0.0014138767695844028
986	0.00017189879816472087
987	6.722218097509532e-06
988	6.112776492370255e-07
989	0.00010765943910050004
990	4.446945131919136e-06
991	8.683336262951694e-06
992	2.5531047339749454e-05
993	1.5057882830079982e-05
994	0.0008537403921926319
995	2.8751029337193807e-05
996	2.990904649665701e-08
997	0.00011555534608976445
998	3.339356209973539e-05
999	1.2484464352268945e-05
1000	8.075841173322138e-05
1001	2.725383711059871e-05
1002	0.00249435865086045
1003	7.151280370094458e-06
1004	2.0248581338007894e-07
1005	1.702050381264432e-05
1006	0.00035837057956566575
1007	7.034997758750215e-06
1008	0.0007419345332428704
1009	7.327838475001898e-06
1010	2.5071833396095764e-05
1011	0.0007538347864740296
1012	2.2042013727417508e-05
1013	5.064039317375457e-05
1014	0.00011223809892064295
1015	0.0024925361391025364
1016	0.0007402493109774918
1017	4.789892250365625e-06
1018	2.5530915929156922e-05
1019	3.3258905839792884e-05
1020	0.02759635912989392
1021	2.981917029742323e-05
1022	3.5999550310377304e-05
1023	4.599266284755128e-05
1024	8.986606752998593e-05
1025	1.7054452014399243e-06
1026	1.3821988865967227e-05
1027	0.0003408990584055757
1028	7.295734903420162e-05
1029	0.0007396234751885336
1030	5.950271607086288e-05
1031	2.4753640307068626e-05
1032	8.510150498272405e-06
1033	4.825532105693794e-05
1034	8.510150498272405e-06
1035	4.1045240092147414e-05
1036	7.312793693500911e-06
1037	0.00024345036939889074
1038	9.310831850417612e-05
1039	2.4340584875050163e-05
1040	1.4279664313526746e-08
1041	0.0007396012545121742
1042	5.1606074312668534e-05
1043	9.599090893476103e-05
1044	2.535016015167218e-05
1045	5.4989962243224226e-05
1046	1.0772118124066977e-06
1047	0.0001178253112678389
1048	0.0008629868658364757
1049	0.0007815554773914585
1050	5.230778945486332e-06
1051	0.0005587377495711879
1052	3.211160825684202e-05
1053	0.0007395507990564323
1054	0.00021203758819730249
1055	5.6320299254689696e-05
1056	7.061594270646713e-05
1057	0.0007585716434031963
1058	8.704513268050183e-05
1059	8.211178875825518e-05
1060	2.533763944623163e-07
1061	0.00011308194546116969
1062	4.850347717813234e-05
1063	0.00010901396318462343
1064	0.0007394825577247004
1065	2.4863257866667888e-05
1066	0.0008223916993808541
1067	0.0007442055809770367
1068	8.779850349628354e-05
1069	8.767026504348161e-05
1070	0.00011256461065015017
1071	3.649611320397971e-52
1072	3.5960180961014076e-06
1073	0.0007392832810022742
